,age,g,gs,mp,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,starter,reserve,all_star,tm_encode_ATL,tm_encode_BOS,tm_encode_BRK,tm_encode_CHA,tm_encode_CHI,tm_encode_CLE,tm_encode_DAL,tm_encode_DEN,tm_encode_DET,tm_encode_GSW,tm_encode_HOU,tm_encode_IND,tm_encode_LAC,tm_encode_LAL,tm_encode_MEM,tm_encode_MIA,tm_encode_MIL,tm_encode_MIN,tm_encode_NOP,tm_encode_NYK,tm_encode_OKC,tm_encode_ORL,tm_encode_PHI,tm_encode_PHO,tm_encode_POR,tm_encode_SAC,tm_encode_SAS,tm_encode_TOR,tm_encode_TOT,tm_encode_UTA,tm_encode_WAS,pos_encode_C,pos_encode_F,pos_encode_G
209,24.0,40.0,8.0,324.0,7.6,0.568,0.017,0.644,4.2,7.3,5.8,9.7,1.6,1.1,24.1,12.7,0.0,0.2,0.2,0.031,-3.2,-0.3,-3.6,-0.1,30.0,59.0,0.508,0.0,1.0,0.0,30.0,58.0,0.517,0.508,26.0,38.0,0.684,12.0,23.0,35.0,25.0,11.0,6.0,24.0,44.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,22.0,40.0,0.0,267.0,13.7,0.495,0.18600000000000005,0.4920000000000001,8.1,12.3,10.3,8.5,2.6,1.2,13.3,27.3,0.0,0.4,0.3,0.06,-2.0,-1.5,-3.4,-0.1,47.0,118.0,0.39799999999999996,3.0,22.0,0.136,44.0,96.0,0.45799999999999996,0.41100000000000003,45.0,58.0,0.7759999999999999,18.0,30.0,48.0,15.0,14.0,5.0,22.0,44.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,23.0,62.0,4.0,674.0,14.0,0.4970000000000001,0.017,0.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,0.1,0.3,0.4,0.03,-3.2,-4.2,-7.4,-0.9,157.0,361.0,0.435,3.0,6.0,0.5,154.0,355.0,0.434,0.439,90.0,111.0,0.8109999999999999,33.0,89.0,122.0,39.0,11.0,4.0,42.0,82.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
212,23.0,48.0,27.0,1141.0,8.8,0.439,0.016,0.157,3.0,6.5,4.8,15.6,2.9,0.2,15.0,17.1,-0.8,1.3,0.5,0.022000000000000002,-3.3,0.4,-2.9,-0.3,158.0,381.0,0.415,0.0,6.0,0.0,158.0,375.0,0.42100000000000004,0.415,42.0,60.0,0.7,33.0,70.0,103.0,126.0,69.0,3.0,72.0,135.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,34.0,74.0,9.0,1077.0,10.3,0.5539999999999999,0.013999999999999999,0.514,9.4,18.9,14.1,4.2,0.9,1.8,18.1,12.5,0.8,1.5,2.3,0.102,-3.0,0.7,-2.3,-0.1,101.0,214.0,0.47200000000000003,1.0,3.0,0.33299999999999996,100.0,211.0,0.474,0.474,88.0,110.0,0.8,93.0,186.0,279.0,33.0,19.0,31.0,58.0,156.0,291.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,27.0,82.0,82.0,3199.0,15.4,0.573,0.4,0.23800000000000002,4.3,8.9,6.7,13.4,2.1,0.6,9.9,17.3,6.6,3.2,9.8,0.147,3.5,0.5,4.0,4.9,509.0,1096.0,0.46399999999999997,167.0,438.0,0.381,342.0,658.0,0.52,0.541,203.0,261.0,0.778,120.0,263.0,383.0,311.0,138.0,33.0,133.0,180.0,1388.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,31.0,79.0,59.0,2558.0,13.7,0.5379999999999999,0.006999999999999999,0.23,1.4,6.1,3.9,8.2,0.8,0.1,8.6,24.4,2.4,1.2,3.6,0.068,-1.1,-2.6,-3.6,-1.1,595.0,1205.0,0.494,3.0,9.0,0.33299999999999996,592.0,1196.0,0.495,0.495,236.0,277.0,0.852,31.0,142.0,173.0,128.0,42.0,4.0,125.0,117.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
216,29.0,82.0,82.0,3099.0,26.2,0.612,0.013999999999999999,0.579,8.6,24.6,16.9,16.9,2.0,1.8,11.7,28.4,10.4,5.0,15.4,0.23800000000000002,5.4,2.2,7.6,7.6,797.0,1443.0,0.552,4.0,20.0,0.2,793.0,1423.0,0.557,0.5539999999999999,619.0,836.0,0.74,227.0,692.0,919.0,308.0,124.0,85.0,240.0,261.0,2217.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
217,37.0,11.0,0.0,104.0,18.7,0.449,0.0,0.738,24.2,26.9,25.6,9.6,0.5,5.0,15.2,27.1,0.0,0.1,0.1,0.069,-3.1,-0.9,-4.0,-0.1,13.0,42.0,0.31,0.0,0.0,0.0,13.0,42.0,0.31,0.31,24.0,31.0,0.774,22.0,24.0,46.0,7.0,1.0,8.0,10.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
218,26.0,79.0,77.0,2761.0,19.6,0.565,0.022000000000000002,0.35100000000000003,7.8,13.1,10.4,11.7,1.9,2.3,12.6,27.2,4.7,3.1,7.9,0.13699999999999998,2.0,0.1,2.1,2.9,702.0,1379.0,0.509,8.0,30.0,0.267,694.0,1349.0,0.514,0.512,388.0,484.0,0.802,198.0,322.0,520.0,207.0,108.0,101.0,230.0,323.0,1800.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
219,28.0,30.0,8.0,836.0,20.4,0.618,0.046,0.649,5.3,7.6,6.5,19.0,2.9,0.1,15.3,24.3,2.3,0.6,3.0,0.17,3.2,-0.8,2.4,0.9,178.0,328.0,0.5429999999999999,3.0,15.0,0.2,175.0,313.0,0.5589999999999999,0.547,162.0,213.0,0.7609999999999999,40.0,57.0,97.0,105.0,51.0,2.0,76.0,92.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,26.0,81.0,0.0,2482.0,12.9,0.5489999999999999,0.0,0.46399999999999997,10.7,17.8,14.3,10.1,0.9,0.5,15.3,15.6,2.7,4.7,7.4,0.14300000000000002,-0.5,2.7,2.1,2.6,316.0,629.0,0.502,0.0,0.0,0.0,316.0,629.0,0.502,0.502,199.0,292.0,0.682,231.0,409.0,640.0,170.0,43.0,19.0,137.0,240.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
221,23.0,43.0,3.0,520.0,15.8,0.578,0.006,0.414,15.4,22.5,19.0,3.9,1.1,2.2,16.0,20.3,0.5,0.4,0.9,0.087,-2.0,-2.5,-4.5,-0.3,93.0,169.0,0.55,0.0,1.0,0.0,93.0,168.0,0.5539999999999999,0.55,45.0,70.0,0.643,66.0,98.0,164.0,12.0,11.0,18.0,38.0,75.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,27.0,71.0,68.0,2251.0,13.4,0.512,0.42100000000000004,0.266,1.6,9.1,5.6,19.6,1.9,0.2,12.7,21.5,1.4,2.5,3.9,0.08199999999999999,0.6,-0.9,-0.2,1.0,349.0,858.0,0.40700000000000003,120.0,361.0,0.332,229.0,497.0,0.461,0.47700000000000004,164.0,228.0,0.7190000000000001,29.0,192.0,221.0,297.0,86.0,8.0,140.0,124.0,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,22.0,82.0,4.0,1503.0,11.0,0.524,0.293,0.18100000000000002,2.0,7.1,4.5,25.4,2.0,0.3,17.3,14.0,1.1,0.6,1.8,0.055999999999999994,-1.4,-2.2,-3.6,-0.6,171.0,375.0,0.456,43.0,110.0,0.391,128.0,265.0,0.483,0.513,39.0,68.0,0.574,26.0,92.0,118.0,273.0,59.0,7.0,85.0,148.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,24.0,49.0,9.0,787.0,10.1,0.494,0.272,0.265,2.7,4.9,3.7,13.2,1.3,0.2,12.9,20.8,0.1,0.2,0.3,0.02,-2.0,-3.4,-5.3,-0.7,129.0,309.0,0.41700000000000004,29.0,84.0,0.345,100.0,225.0,0.444,0.46399999999999997,54.0,82.0,0.659,20.0,33.0,53.0,72.0,21.0,3.0,51.0,59.0,341.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,28.0,79.0,7.0,1536.0,10.9,0.519,0.005,0.371,7.3,14.8,11.1,7.0,1.7,2.4,14.2,16.1,0.2,1.1,1.3,0.040999999999999995,-3.0,0.1,-2.9,-0.4,200.0,410.0,0.488,0.0,2.0,0.0,200.0,408.0,0.49,0.488,95.0,152.0,0.625,92.0,190.0,282.0,68.0,51.0,58.0,79.0,202.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
226,25.0,78.0,21.0,1500.0,11.2,0.496,0.345,0.19399999999999998,4.4,10.5,7.5,18.0,1.8,0.5,15.8,19.1,0.4,1.0,1.4,0.044000000000000004,-0.4,-1.1,-1.5,0.2,216.0,525.0,0.41100000000000003,58.0,181.0,0.32,158.0,344.0,0.45899999999999996,0.467,75.0,102.0,0.735,60.0,145.0,205.0,192.0,53.0,11.0,107.0,165.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
227,31.0,64.0,5.0,1019.0,7.6,0.489,0.025,0.255,5.8,12.3,8.9,10.1,0.6,1.0,18.9,11.9,0.1,0.8,0.9,0.044000000000000004,-3.6,-0.4,-4.0,-0.5,92.0,204.0,0.451,2.0,5.0,0.4,90.0,199.0,0.452,0.456,36.0,52.0,0.6920000000000001,53.0,105.0,158.0,81.0,12.0,15.0,53.0,99.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
228,29.0,82.0,27.0,2215.0,16.3,0.539,0.024,0.261,8.7,16.2,12.5,11.0,1.6,1.4,14.2,23.6,1.9,2.5,4.4,0.096,0.3,0.5,0.9,1.6,457.0,924.0,0.495,6.0,22.0,0.273,451.0,902.0,0.5,0.498,191.0,241.0,0.7929999999999999,168.0,321.0,489.0,163.0,72.0,51.0,171.0,249.0,1111.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229,35.0,71.0,0.0,1656.0,14.4,0.519,0.027999999999999997,0.3,6.6,17.8,12.2,6.4,0.5,2.2,11.1,21.7,1.2,1.6,2.8,0.08199999999999999,-1.9,-0.6,-2.5,-0.2,298.0,649.0,0.45899999999999996,2.0,18.0,0.111,296.0,631.0,0.469,0.461,164.0,195.0,0.841,95.0,263.0,358.0,73.0,16.0,59.0,92.0,126.0,762.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
230,26.0,77.0,68.0,2439.0,15.0,0.568,0.14400000000000002,0.381,5.7,10.0,7.8,11.2,2.2,1.6,14.3,18.3,3.6,3.0,6.6,0.13,1.4,1.1,2.5,2.8,387.0,780.0,0.496,40.0,112.0,0.35700000000000004,347.0,668.0,0.519,0.522,220.0,297.0,0.741,121.0,206.0,327.0,197.0,105.0,58.0,152.0,208.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,28.0,73.0,25.0,1977.0,15.1,0.527,0.142,0.292,4.9,13.3,9.0,25.2,4.4,1.1,21.2,14.0,1.9,3.7,5.6,0.136,0.9,3.5,4.4,3.2,213.0,459.0,0.46399999999999997,25.0,65.0,0.385,188.0,394.0,0.47700000000000004,0.491,95.0,134.0,0.7090000000000001,84.0,222.0,306.0,384.0,173.0,33.0,139.0,240.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,22.0,56.0,1.0,1069.0,12.7,0.523,0.012,0.392,7.5,20.9,14.3,14.3,1.7,5.6,26.5,15.7,-0.4,1.9,1.6,0.07,-3.2,4.5,1.3,0.9,121.0,255.0,0.475,0.0,3.0,0.0,121.0,252.0,0.48,0.475,71.0,100.0,0.71,70.0,205.0,275.0,118.0,38.0,100.0,108.0,145.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,27.0,82.0,82.0,2954.0,19.4,0.617,0.35100000000000003,0.40700000000000003,2.5,7.0,4.8,13.4,2.0,0.6,9.3,22.2,9.6,1.7,11.3,0.183,5.4,-1.6,3.8,4.4,571.0,1193.0,0.479,167.0,419.0,0.39899999999999997,404.0,774.0,0.522,0.5489999999999999,427.0,485.0,0.88,67.0,191.0,258.0,262.0,120.0,26.0,145.0,182.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,25.0,81.0,46.0,2183.0,15.5,0.506,0.034,0.237,8.5,15.7,12.0,8.5,1.0,1.5,10.7,26.0,1.7,2.1,3.8,0.084,-1.0,-0.7,-1.7,0.2,494.0,1072.0,0.461,10.0,36.0,0.278,484.0,1036.0,0.467,0.465,201.0,254.0,0.7909999999999999,176.0,296.0,472.0,111.0,44.0,50.0,142.0,282.0,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,21.0,73.0,0.0,1383.0,14.3,0.529,0.015,0.348,6.0,6.2,6.1,9.3,1.2,0.4,11.5,25.1,1.3,0.7,2.0,0.069,-1.1,-2.8,-3.9,-0.7,292.0,615.0,0.475,3.0,9.0,0.33299999999999996,289.0,606.0,0.47700000000000004,0.47700000000000004,163.0,214.0,0.762,74.0,73.0,147.0,73.0,34.0,8.0,92.0,130.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,29.0,81.0,1.0,1402.0,11.9,0.517,0.048,0.38299999999999995,7.4,12.0,9.7,7.7,0.8,0.5,8.3,18.6,2.1,0.7,2.8,0.095,-0.9,-2.2,-3.1,-0.4,215.0,483.0,0.445,4.0,23.0,0.174,211.0,460.0,0.45899999999999996,0.449,150.0,185.0,0.8109999999999999,93.0,155.0,248.0,76.0,23.0,10.0,51.0,207.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237,27.0,39.0,1.0,510.0,14.8,0.511,0.26899999999999996,0.245,4.5,6.7,5.5,15.4,2.0,0.5,10.4,24.6,0.5,0.0,0.5,0.046,0.8,-3.5,-2.7,-0.1,103.0,249.0,0.414,23.0,67.0,0.34299999999999997,80.0,182.0,0.44,0.46,53.0,61.0,0.8690000000000001,23.0,29.0,52.0,47.0,21.0,4.0,32.0,54.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,27.0,77.0,57.0,2302.0,17.8,0.534,0.084,0.273,10.7,10.8,10.8,7.2,3.1,1.4,10.5,20.7,3.6,3.6,7.2,0.151,1.7,1.6,3.3,3.1,436.0,907.0,0.48100000000000004,17.0,76.0,0.22399999999999998,419.0,831.0,0.504,0.49,197.0,248.0,0.794,227.0,227.0,454.0,106.0,144.0,52.0,119.0,171.0,1086.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
239,23.0,25.0,0.0,102.0,10.6,0.46799999999999997,0.0,0.07,6.2,6.8,6.5,6.9,1.5,0.6,12.0,28.1,-0.1,0.1,0.0,-0.022000000000000002,-4.7,-3.2,-7.9,-0.2,26.0,57.0,0.456,0.0,0.0,0.0,26.0,57.0,0.456,0.456,3.0,4.0,0.75,6.0,6.0,12.0,4.0,3.0,1.0,8.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,22.0,78.0,78.0,2644.0,20.8,0.586,0.003,0.5670000000000001,11.2,21.0,16.4,4.3,0.5,5.8,14.4,25.5,4.8,3.4,8.2,0.14800000000000002,-0.1,0.2,0.2,1.4,572.0,1119.0,0.511,0.0,3.0,0.0,572.0,1116.0,0.513,0.511,495.0,634.0,0.7809999999999999,263.0,542.0,805.0,76.0,27.0,271.0,236.0,286.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,29.0,46.0,46.0,1902.0,19.0,0.578,0.14300000000000002,0.243,2.5,11.2,6.8,14.0,1.7,1.3,11.9,25.1,3.6,1.3,4.9,0.122,2.4,-0.7,1.7,1.8,474.0,930.0,0.51,60.0,133.0,0.451,414.0,797.0,0.519,0.542,183.0,226.0,0.81,42.0,190.0,232.0,166.0,68.0,41.0,139.0,76.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
242,24.0,79.0,78.0,2437.0,19.3,0.534,0.127,0.316,4.5,9.0,6.7,38.2,3.6,0.2,16.3,22.4,4.0,2.2,6.1,0.121,2.8,-0.4,2.4,2.7,438.0,936.0,0.46799999999999997,31.0,119.0,0.261,407.0,817.0,0.498,0.485,231.0,296.0,0.78,95.0,189.0,284.0,603.0,174.0,7.0,207.0,177.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,21.0,48.0,14.0,495.0,11.9,0.49,0.26899999999999996,0.154,8.6,9.8,9.2,3.5,0.8,0.6,10.0,25.6,0.1,0.4,0.5,0.049,-2.1,-4.2,-6.3,-0.5,108.0,260.0,0.415,21.0,70.0,0.3,87.0,190.0,0.45799999999999996,0.456,35.0,40.0,0.875,40.0,43.0,83.0,11.0,8.0,5.0,31.0,59.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
244,23.0,32.0,9.0,336.0,12.7,0.479,0.008,0.408,9.9,17.5,13.8,4.2,2.0,2.0,12.5,21.5,0.0,0.5,0.5,0.065,-3.9,-0.9,-4.8,-0.2,57.0,130.0,0.43799999999999994,0.0,1.0,0.0,57.0,129.0,0.442,0.43799999999999994,33.0,53.0,0.623,29.0,54.0,83.0,10.0,14.0,11.0,22.0,40.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
245,26.0,82.0,82.0,3029.0,17.2,0.5670000000000001,0.0,0.63,11.9,25.5,18.7,6.8,0.7,5.7,17.8,16.3,3.3,5.5,8.8,0.139,-1.0,3.7,2.7,3.6,398.0,781.0,0.51,0.0,0.0,0.0,398.0,781.0,0.51,0.51,335.0,492.0,0.6809999999999999,344.0,726.0,1070.0,147.0,43.0,287.0,216.0,284.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,33.0,77.0,77.0,2753.0,19.8,0.5870000000000001,0.004,0.254,8.0,19.3,13.9,12.1,1.0,4.4,9.0,19.1,6.3,4.4,10.7,0.187,1.7,2.7,4.4,4.4,533.0,971.0,0.5489999999999999,0.0,4.0,0.0,533.0,967.0,0.551,0.5489999999999999,202.0,247.0,0.818,184.0,484.0,668.0,223.0,54.0,198.0,107.0,223.0,1268.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
