,age,g,gs,mp,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,srs,wins,mp_per_game,fg_per_game,fga_per_game,2p_per_game,2pa_per_game,ft_per_game,fta_per_game,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game,tm_encode_ATL,tm_encode_BOS,tm_encode_BRK,tm_encode_CHA,tm_encode_CHI,tm_encode_CLE,tm_encode_DAL,tm_encode_DEN,tm_encode_DET,tm_encode_GSW,tm_encode_HOU,tm_encode_IND,tm_encode_LAC,tm_encode_LAL,tm_encode_MEM,tm_encode_MIA,tm_encode_MIL,tm_encode_MIN,tm_encode_NOP,tm_encode_NYK,tm_encode_OKC,tm_encode_ORL,tm_encode_PHI,tm_encode_PHO,tm_encode_POR,tm_encode_SAC,tm_encode_SAS,tm_encode_TOR,tm_encode_TOT,tm_encode_UTA,tm_encode_WAS,pos_encode_C,pos_encode_F,pos_encode_G,conf_encode_East,conf_encode_TOT,conf_encode_West
0,24.0,75.0,52.0,1311.0,13.2,0.551,0.002,0.245,11.0,18.1,14.6,3.0,1.0,1.2,15.6,20.5,0.7,1.3,2.0,0.07400000000000001,-2.3,-1.9,-4.2,-0.7,245.0,473.0,0.518,0.0,1.0,0.0,245.0,472.0,0.519,0.518,88.0,116.0,0.759,126.0,211.0,337.0,27.0,25.0,26.0,97.0,189.0,578.0,4.81,28.0,17.48,3.2666666666666666,6.306666666666667,3.2666666666666666,6.293333333333333,1.1733333333333333,1.5466666666666666,1.68,2.8133333333333335,4.493333333333333,0.36,0.3333333333333333,0.3466666666666667,1.2933333333333332,2.52,7.706666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,23.0,81.0,81.0,2710.0,15.6,0.515,0.14,0.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,3.0,2.2,5.1,0.091,1.1,-2.1,-1.0,0.7,633.0,1407.0,0.45,70.0,197.0,0.355,563.0,1210.0,0.465,0.475,217.0,232.0,0.935,51.0,174.0,225.0,344.0,84.0,8.0,187.0,179.0,1553.0,-2.14,36.0,33.45679012345679,7.814814814814815,17.37037037037037,6.950617283950617,14.938271604938272,2.6790123456790123,2.8641975308641974,0.6296296296296297,2.1481481481481484,2.7777777777777777,4.246913580246914,1.037037037037037,0.09876543209876543,2.308641975308642,2.2098765432098766,19.17283950617284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2,30.0,18.0,7.0,269.0,8.9,0.5710000000000001,0.040999999999999995,0.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,0.1,0.2,0.3,0.055999999999999994,-3.5,-1.3,-4.9,-0.2,26.0,49.0,0.531,1.0,2.0,0.5,25.0,47.0,0.532,0.541,11.0,16.0,0.688,26.0,41.0,67.0,5.0,3.0,6.0,13.0,34.0,64.0,2.71,39.0,14.944444444444445,1.4444444444444444,2.7222222222222223,1.3888888888888888,2.611111111111111,0.6111111111111112,0.8888888888888888,1.4444444444444444,2.2777777777777777,3.7222222222222223,0.2777777777777778,0.16666666666666666,0.3333333333333333,0.7222222222222222,1.8888888888888888,3.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,30.0,70.0,70.0,2499.0,15.6,0.5429999999999999,0.255,0.33299999999999996,2.3,8.6,5.4,30.6,2.0,0.1,15.5,19.2,3.3,1.2,4.6,0.08800000000000001,1.6,-1.6,-0.1,1.2,365.0,831.0,0.439,68.0,212.0,0.321,297.0,619.0,0.48,0.48,237.0,277.0,0.856,52.0,188.0,240.0,526.0,100.0,4.0,175.0,146.0,1035.0,1.61,24.0,35.7,5.214285714285714,11.871428571428572,4.242857142857143,8.842857142857143,3.3857142857142857,3.9571428571428573,0.7428571428571429,2.6857142857142855,3.4285714285714284,7.514285714285714,1.4285714285714286,0.05714285714285714,2.5,2.085714285714286,14.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4,28.0,68.0,15.0,1164.0,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,-0.1,1.0,0.9,0.038,-3.4,-1.2,-4.6,-0.8,182.0,411.0,0.44299999999999995,7.0,34.0,0.20600000000000002,175.0,377.0,0.46399999999999997,0.451,57.0,70.0,0.8140000000000001,45.0,87.0,132.0,53.0,23.0,11.0,64.0,125.0,428.0,1.01,46.0,17.11764705882353,2.676470588235294,6.044117647058823,2.573529411764706,5.544117647058823,0.8382352941176471,1.0294117647058822,0.6617647058823529,1.2794117647058822,1.9411764705882353,0.7794117647058824,0.3382352941176471,0.16176470588235295,0.9411764705882353,1.838235294117647,6.294117647058823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,33.0,51.0,15.0,1056.0,13.7,0.525,0.19699999999999998,0.306,4.3,12.0,8.0,15.3,0.8,0.4,12.4,22.2,1.1,0.7,1.8,0.08199999999999999,-0.3,-1.3,-1.5,0.1,187.0,422.0,0.44299999999999995,30.0,83.0,0.361,157.0,339.0,0.46299999999999997,0.479,99.0,129.0,0.767,43.0,109.0,152.0,105.0,16.0,7.0,68.0,101.0,503.0,-1.1,40.0,20.705882352941178,3.6666666666666665,8.27450980392157,3.0784313725490198,6.647058823529412,1.9411764705882353,2.5294117647058822,0.8431372549019608,2.1372549019607843,2.980392156862745,2.0588235294117645,0.3137254901960784,0.13725490196078433,1.3333333333333333,1.9803921568627452,9.862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,33.0,80.0,0.0,2163.0,14.3,0.596,0.51,0.19899999999999998,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,4.5,1.8,6.2,0.139,3.0,-1.3,1.6,2.0,337.0,730.0,0.462,150.0,372.0,0.40299999999999997,187.0,358.0,0.522,0.564,123.0,145.0,0.848,49.0,165.0,214.0,260.0,69.0,8.0,113.0,175.0,947.0,6.27,62.0,27.0375,4.2125,9.125,2.3375,4.475,1.5375,1.8125,0.6125,2.0625,2.675,3.25,0.8625,0.1,1.4125,2.1875,11.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7,23.0,72.0,59.0,1753.0,14.3,0.5479999999999999,0.033,0.243,8.4,18.4,13.4,7.8,0.9,1.9,14.0,20.0,1.6,1.4,3.0,0.083,-1.2,-0.5,-1.8,0.1,344.0,667.0,0.516,10.0,22.0,0.455,334.0,645.0,0.518,0.523,111.0,162.0,0.685,132.0,288.0,420.0,93.0,34.0,53.0,120.0,218.0,809.0,-0.94,34.0,24.34722222222222,4.777777777777778,9.26388888888889,4.638888888888889,8.958333333333334,1.5416666666666667,2.25,1.8333333333333333,4.0,5.833333333333333,1.2916666666666667,0.4722222222222222,0.7361111111111112,1.6666666666666667,3.0277777777777777,11.23611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,22.0,16.0,0.0,44.0,11.3,0.44299999999999995,0.0,0.722,15.6,19.6,17.7,9.9,3.5,1.5,17.4,28.2,0.0,0.1,0.1,0.091,-4.5,2.2,-2.3,0.0,5.0,18.0,0.278,0.0,0.0,0.0,5.0,18.0,0.278,0.278,11.0,13.0,0.846,6.0,8.0,14.0,3.0,3.0,1.0,5.0,14.0,21.0,5.87,60.0,2.75,0.3125,1.125,0.3125,1.125,0.6875,0.8125,0.375,0.5,0.875,0.1875,0.1875,0.0625,0.3125,0.875,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,22.0,55.0,55.0,2010.0,16.6,0.48700000000000004,0.028999999999999998,0.273,2.8,9.5,6.1,34.7,2.4,0.3,13.8,23.1,1.9,2.5,4.4,0.106,1.2,0.2,1.4,1.7,370.0,850.0,0.435,7.0,25.0,0.28,363.0,825.0,0.44,0.439,180.0,232.0,0.7759999999999999,51.0,175.0,226.0,449.0,96.0,11.0,153.0,140.0,927.0,-1.2,54.0,36.54545454545455,6.7272727272727275,15.454545454545455,6.6,15.0,3.272727272727273,4.218181818181818,0.9272727272727272,3.1818181818181817,4.109090909090909,8.163636363636364,1.7454545454545454,0.2,2.7818181818181817,2.5454545454545454,16.854545454545455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10,25.0,79.0,76.0,2920.0,17.3,0.524,0.188,0.304,5.0,13.0,9.2,14.7,2.2,1.2,9.9,24.5,4.0,3.7,7.7,0.126,1.7,1.0,2.7,3.5,594.0,1324.0,0.449,88.0,249.0,0.353,506.0,1075.0,0.47100000000000003,0.48200000000000004,298.0,402.0,0.741,122.0,355.0,477.0,265.0,128.0,56.0,164.0,200.0,1574.0,1.35,41.0,36.962025316455694,7.518987341772152,16.759493670886076,6.405063291139241,13.60759493670886,3.7721518987341773,5.0886075949367084,1.5443037974683544,4.493670886075949,6.037974683544304,3.3544303797468356,1.620253164556962,0.7088607594936709,2.0759493670886076,2.5316455696202533,19.924050632911392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11,34.0,69.0,0.0,1263.0,11.8,0.48100000000000004,0.221,0.16399999999999998,5.3,10.4,7.9,11.7,1.2,0.2,9.7,21.6,0.0,0.5,0.5,0.019,-1.7,-2.6,-4.3,-0.7,225.0,544.0,0.414,39.0,120.0,0.325,186.0,424.0,0.439,0.449,72.0,89.0,0.809,62.0,122.0,184.0,93.0,31.0,5.0,63.0,75.0,561.0,-5.25,26.0,18.304347826086957,3.260869565217391,7.884057971014493,2.6956521739130435,6.144927536231884,1.0434782608695652,1.289855072463768,0.8985507246376812,1.7681159420289856,2.6666666666666665,1.3478260869565217,0.4492753623188406,0.07246376811594203,0.9130434782608695,1.0869565217391304,8.130434782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,26.0,38.0,7.0,560.0,8.7,0.461,0.043,0.151,1.5,9.8,5.8,20.4,1.3,0.7,18.2,19.0,-0.6,0.5,-0.1,-0.006999999999999999,-4.2,-1.0,-5.2,-0.5,80.0,186.0,0.43,1.0,8.0,0.125,79.0,178.0,0.444,0.433,22.0,28.0,0.7859999999999999,7.0,50.0,57.0,79.0,14.0,6.0,44.0,52.0,183.0,2.21,49.0,14.736842105263158,2.1052631578947367,4.894736842105263,2.0789473684210527,4.684210526315789,0.5789473684210527,0.7368421052631579,0.18421052631578946,1.3157894736842106,1.5,2.0789473684210527,0.3684210526315789,0.15789473684210525,1.1578947368421053,1.368421052631579,4.815789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13,25.0,70.0,35.0,1699.0,13.7,0.469,0.07200000000000001,0.379,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,1.0,3.6,4.6,0.131,-1.3,2.3,1.1,1.3,174.0,419.0,0.415,4.0,30.0,0.133,170.0,389.0,0.4370000000000001,0.42,107.0,159.0,0.6729999999999999,42.0,128.0,170.0,398.0,113.0,12.0,104.0,141.0,459.0,5.87,60.0,24.271428571428572,2.4857142857142858,5.985714285714286,2.4285714285714284,5.557142857142857,1.5285714285714285,2.2714285714285714,0.6,1.8285714285714285,2.4285714285714284,5.685714285714286,1.6142857142857143,0.17142857142857143,1.4857142857142858,2.0142857142857142,6.557142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,25.0,82.0,74.0,2492.0,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,5.7,1.7,7.5,0.14400000000000002,1.3,-2.2,-0.9,0.7,408.0,818.0,0.499,63.0,139.0,0.45299999999999996,345.0,679.0,0.508,0.537,130.0,151.0,0.861,27.0,122.0,149.0,330.0,66.0,6.0,83.0,169.0,1009.0,6.19,57.0,30.390243902439025,4.975609756097561,9.975609756097562,4.2073170731707314,8.28048780487805,1.5853658536585367,1.8414634146341464,0.32926829268292684,1.4878048780487805,1.8170731707317074,4.024390243902439,0.8048780487804879,0.07317073170731707,1.0121951219512195,2.0609756097560976,12.304878048780488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,26.0,73.0,4.0,1129.0,13.1,0.5489999999999999,0.019,0.48200000000000004,6.3,10.4,8.3,14.6,1.8,1.1,15.6,16.5,1.5,1.2,2.7,0.114,-0.5,0.1,-0.4,0.5,152.0,309.0,0.4920000000000001,2.0,6.0,0.33299999999999996,150.0,303.0,0.495,0.495,105.0,149.0,0.705,62.0,99.0,161.0,122.0,40.0,19.0,69.0,135.0,411.0,0.29,51.0,15.465753424657533,2.0821917808219177,4.232876712328767,2.0547945205479454,4.1506849315068495,1.4383561643835616,2.041095890410959,0.8493150684931506,1.356164383561644,2.2054794520547945,1.6712328767123288,0.547945205479452,0.2602739726027397,0.9452054794520548,1.8493150684931507,5.63013698630137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,25.0,69.0,1.0,935.0,9.3,0.4920000000000001,0.305,0.188,8.9,15.5,12.1,4.8,1.7,2.1,13.8,12.4,0.4,1.0,1.4,0.07200000000000001,-2.1,0.8,-1.3,0.2,88.0,213.0,0.413,22.0,65.0,0.33799999999999997,66.0,148.0,0.446,0.465,29.0,40.0,0.725,74.0,124.0,198.0,31.0,31.0,29.0,37.0,141.0,227.0,-0.93,36.0,13.55072463768116,1.2753623188405796,3.0869565217391304,0.9565217391304348,2.1449275362318843,0.42028985507246375,0.5797101449275363,1.0724637681159421,1.7971014492753623,2.869565217391304,0.4492753623188406,0.4492753623188406,0.42028985507246375,0.5362318840579711,2.0434782608695654,3.289855072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17,24.0,73.0,66.0,2112.0,15.2,0.551,0.005,0.38799999999999996,7.2,8.0,7.6,12.1,2.1,0.5,14.5,21.2,2.5,1.2,3.7,0.084,0.2,-0.6,-0.4,0.9,397.0,792.0,0.501,0.0,4.0,0.0,397.0,788.0,0.504,0.501,227.0,307.0,0.7390000000000001,141.0,146.0,287.0,170.0,91.0,18.0,157.0,141.0,1021.0,-0.67,43.0,28.931506849315067,5.438356164383562,10.849315068493151,5.438356164383562,10.794520547945206,3.1095890410958904,4.205479452054795,1.9315068493150684,2.0,3.9315068493150687,2.328767123287671,1.2465753424657535,0.2465753424657534,2.1506849315068495,1.9315068493150684,13.986301369863014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18,23.0,46.0,3.0,306.0,11.4,0.491,0.009000000000000001,0.39299999999999996,14.6,14.8,14.7,2.9,1.3,2.9,14.9,21.7,0.0,0.4,0.3,0.052000000000000005,-3.7,-1.4,-5.1,-0.2,50.0,112.0,0.446,0.0,1.0,0.0,50.0,111.0,0.45,0.446,29.0,44.0,0.659,38.0,41.0,79.0,6.0,8.0,14.0,23.0,60.0,129.0,1.74,47.0,6.6521739130434785,1.0869565217391304,2.4347826086956523,1.0869565217391304,2.4130434782608696,0.6304347826086957,0.9565217391304348,0.8260869565217391,0.8913043478260869,1.7173913043478262,0.13043478260869565,0.17391304347826086,0.30434782608695654,0.5,1.3043478260869565,2.8043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,23.0,82.0,78.0,2285.0,10.2,0.45899999999999996,0.002,0.214,9.0,17.0,12.9,5.9,1.2,2.1,13.8,19.1,-1.5,1.8,0.3,0.005,-4.3,-0.4,-4.6,-1.5,347.0,802.0,0.433,0.0,2.0,0.0,347.0,800.0,0.434,0.433,112.0,172.0,0.6509999999999999,180.0,332.0,512.0,91.0,57.0,73.0,140.0,237.0,806.0,-3.26,28.0,27.865853658536587,4.2317073170731705,9.78048780487805,4.2317073170731705,9.75609756097561,1.3658536585365855,2.097560975609756,2.1951219512195124,4.048780487804878,6.2439024390243905,1.1097560975609757,0.6951219512195121,0.8902439024390244,1.7073170731707317,2.8902439024390243,9.829268292682928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20,32.0,10.0,0.0,97.0,2.0,0.41600000000000004,0.04,0.24,1.2,6.9,4.1,26.4,1.0,0.0,38.1,20.0,-0.4,0.1,-0.3,-0.159,-9.0,-2.6,-11.6,-0.2,9.0,25.0,0.36,0.0,1.0,0.0,9.0,24.0,0.375,0.36,5.0,6.0,0.833,1.0,6.0,7.0,20.0,2.0,0.0,17.0,11.0,23.0,0.93,48.0,9.7,0.9,2.5,0.9,2.4,0.5,0.6,0.1,0.6,0.7,2.0,0.2,0.0,1.7,1.1,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,31.0,70.0,3.0,1276.0,12.9,0.516,0.0,0.318,5.0,15.2,10.1,7.9,0.8,2.3,10.6,19.8,0.6,0.6,1.2,0.046,-3.3,-1.6,-4.9,-0.9,203.0,446.0,0.455,0.0,0.0,0.0,203.0,446.0,0.455,0.455,119.0,142.0,0.838,53.0,162.0,215.0,61.0,20.0,47.0,60.0,88.0,525.0,-7.62,19.0,18.228571428571428,2.9,6.371428571428571,2.9,6.371428571428571,1.7,2.0285714285714285,0.7571428571428571,2.3142857142857145,3.0714285714285716,0.8714285714285714,0.2857142857142857,0.6714285714285714,0.8571428571428571,1.2571428571428571,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22,24.0,23.0,0.0,175.0,7.7,0.3670000000000001,0.09699999999999999,0.27399999999999997,5.7,18.3,11.4,23.9,2.2,1.1,19.7,20.1,-0.4,0.1,-0.3,-0.084,-5.5,-0.3,-5.9,-0.2,19.0,62.0,0.306,1.0,6.0,0.16699999999999998,18.0,56.0,0.321,0.315,12.0,17.0,0.706,10.0,27.0,37.0,29.0,8.0,3.0,17.0,28.0,51.0,-14.68,11.0,7.608695652173913,0.8260869565217391,2.6956521739130435,0.782608695652174,2.4347826086956523,0.5217391304347826,0.7391304347826086,0.43478260869565216,1.173913043478261,1.608695652173913,1.2608695652173914,0.34782608695652173,0.13043478260869565,0.7391304347826086,1.2173913043478262,2.217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23,29.0,76.0,76.0,2859.0,25.9,0.596,0.16,0.423,9.5,26.3,18.1,21.2,2.0,1.6,12.5,26.9,9.6,4.8,14.4,0.242,5.9,2.4,8.3,7.5,716.0,1376.0,0.52,67.0,220.0,0.305,649.0,1156.0,0.561,0.545,445.0,582.0,0.765,237.0,691.0,928.0,385.0,119.0,74.0,233.0,196.0,1944.0,6.27,62.0,37.61842105263158,9.421052631578947,18.105263157894736,8.539473684210526,15.210526315789474,5.855263157894737,7.657894736842105,3.1184210526315788,9.092105263157896,12.210526315789474,5.065789473684211,1.5657894736842106,0.9736842105263158,3.0657894736842106,2.5789473684210527,25.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24,25.0,69.0,2.0,1243.0,15.0,0.541,0.35700000000000004,0.124,1.7,8.5,5.0,17.2,2.5,0.2,10.4,18.9,2.1,1.4,3.5,0.134,1.5,-1.2,0.3,0.7,214.0,474.0,0.451,64.0,169.0,0.379,150.0,305.0,0.4920000000000001,0.519,49.0,59.0,0.831,18.0,89.0,107.0,151.0,63.0,3.0,58.0,78.0,541.0,10.07,47.0,18.014492753623188,3.101449275362319,6.869565217391305,2.1739130434782608,4.420289855072464,0.7101449275362319,0.855072463768116,0.2608695652173913,1.289855072463768,1.5507246376811594,2.1884057971014492,0.9130434782608695,0.043478260869565216,0.8405797101449275,1.1304347826086956,7.840579710144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,23.0,47.0,0.0,552.0,9.6,0.45299999999999996,0.306,0.23800000000000002,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,-0.5,0.4,-0.1,-0.011000000000000001,-3.2,-1.8,-4.9,-0.4,76.0,206.0,0.369,21.0,63.0,0.33299999999999996,55.0,143.0,0.385,0.42,33.0,49.0,0.6729999999999999,10.0,33.0,43.0,68.0,35.0,3.0,42.0,57.0,206.0,-3.26,28.0,11.74468085106383,1.6170212765957446,4.382978723404255,1.1702127659574468,3.0425531914893615,0.7021276595744681,1.0425531914893618,0.2127659574468085,0.7021276595744681,0.9148936170212766,1.446808510638298,0.7446808510638298,0.06382978723404255,0.8936170212765957,1.2127659574468086,4.382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,30.0,41.0,0.0,497.0,11.1,0.48100000000000004,0.03,0.36,1.0,5.5,3.3,15.6,0.9,0.6,8.7,22.6,0.1,0.3,0.5,0.047,-3.6,-3.5,-7.1,-0.6,83.0,200.0,0.415,1.0,6.0,0.16699999999999998,82.0,194.0,0.423,0.418,56.0,72.0,0.778,4.0,25.0,29.0,54.0,9.0,5.0,22.0,39.0,223.0,6.3,54.0,12.121951219512194,2.024390243902439,4.878048780487805,2.0,4.7317073170731705,1.3658536585365855,1.7560975609756098,0.0975609756097561,0.6097560975609756,0.7073170731707317,1.3170731707317074,0.21951219512195122,0.12195121951219512,0.5365853658536586,0.9512195121951219,5.439024390243903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
