name,starter,reserve,year,year-player
paul pierce,0.0,1.0,2009.0,2009.0paul pierce
ray allen,0.0,1.0,2009.0,2009.0ray allen
devin harris,0.0,1.0,2009.0,2009.0devin harris
mo williams,0.0,1.0,2009.0,2009.0mo williams
danny granger,0.0,1.0,2009.0,2009.0danny granger
kobe bryant,1.0,0.0,2009.0,2009.0kobe bryant
chris paul,1.0,0.0,2009.0,2009.0chris paul
amar'e stoudemire,1.0,0.0,2009.0,2009.0amar'e stoudemire
tim duncan,1.0,0.0,2009.0,2009.0tim duncan
yao ming,1.0,0.0,2009.0,2009.0yao ming
brandon roy,0.0,1.0,2009.0,2009.0brandon roy
tony parker,0.0,1.0,2009.0,2009.0tony parker
chauncey billups,0.0,1.0,2009.0,2009.0chauncey billups
pau gasol,0.0,1.0,2009.0,2009.0pau gasol
david west,0.0,1.0,2009.0,2009.0david west
dirk nowitzki,0.0,1.0,2009.0,2009.0dirk nowitzki
shaquille o'neal,0.0,1.0,2009.0,2009.0shaquille o'neal
lebron james,1.0,0.0,2010.0,2010.0lebron james
dwyane wade,1.0,0.0,2010.0,2010.0dwyane wade
dwight howard,1.0,0.0,2010.0,2010.0dwight howard
joe johnson,1.0,0.0,2010.0,2010.0joe johnson
kevin garnett,1.0,0.0,2010.0,2010.0kevin garnett
chris bosh,0.0,1.0,2010.0,2010.0chris bosh
rajon rondo,0.0,1.0,2010.0,2010.0rajon rondo
gerald wallace,0.0,1.0,2010.0,2010.0gerald wallace
derrick rose,0.0,1.0,2010.0,2010.0derrick rose
al horford,0.0,1.0,2010.0,2010.0al horford
david lee,0.0,1.0,2010.0,2010.0david lee
paul pierce,0.0,1.0,2010.0,2010.0paul pierce
carmelo anthony,1.0,0.0,2010.0,2010.0carmelo anthony
dirk nowitzki,1.0,0.0,2010.0,2010.0dirk nowitzki
steve nash,1.0,0.0,2010.0,2010.0steve nash
amar'e stoudemire,1.0,0.0,2010.0,2010.0amar'e stoudemire
tim duncan,1.0,0.0,2010.0,2010.0tim duncan
deron williams,0.0,1.0,2010.0,2010.0deron williams
chauncey billups,0.0,1.0,2010.0,2010.0chauncey billups
pau gasol,0.0,1.0,2010.0,2010.0pau gasol
kevin durant,0.0,1.0,2010.0,2010.0kevin durant
zach randolph,0.0,1.0,2010.0,2010.0zach randolph
chris kaman,0.0,1.0,2010.0,2010.0chris kaman
jason kidd,0.0,1.0,2010.0,2010.0jason kidd
lebron james,1.0,0.0,2011.0,2011.0lebron james
derrick rose,1.0,0.0,2011.0,2011.0derrick rose
amar'e stoudemire,1.0,0.0,2011.0,2011.0amar'e stoudemire
dwight howard,1.0,0.0,2011.0,2011.0dwight howard
dwyane wade,1.0,0.0,2011.0,2011.0dwyane wade
chris bosh,0.0,1.0,2011.0,2011.0chris bosh
rajon rondo,0.0,1.0,2011.0,2011.0rajon rondo
joe johnson,0.0,1.0,2011.0,2011.0joe johnson
ray allen,0.0,1.0,2011.0,2011.0ray allen
paul pierce,0.0,1.0,2011.0,2011.0paul pierce
al horford,0.0,1.0,2011.0,2011.0al horford
kevin garnett,0.0,1.0,2011.0,2011.0kevin garnett
kevin durant,1.0,0.0,2011.0,2011.0kevin durant
kobe bryant,1.0,0.0,2011.0,2011.0kobe bryant
chris paul,1.0,0.0,2011.0,2011.0chris paul
carmelo anthony,1.0,0.0,2011.0,2011.0carmelo anthony
tim duncan,1.0,0.0,2011.0,2011.0tim duncan
pau gasol,0.0,1.0,2011.0,2011.0pau gasol
manu ginobili,0.0,1.0,2011.0,2011.0manu ginobili
deron williams,0.0,1.0,2011.0,2011.0deron williams
blake griffin,0.0,1.0,2011.0,2011.0blake griffin
dirk nowitzki,0.0,1.0,2011.0,2011.0dirk nowitzki
russell westbrook,0.0,1.0,2011.0,2011.0russell westbrook
kevin love,0.0,1.0,2011.0,2011.0kevin love
dwyane wade,1.0,0.0,2012.0,2012.0dwyane wade
lebron james,1.0,0.0,2012.0,2012.0lebron james
dwight howard,1.0,0.0,2012.0,2012.0dwight howard
carmelo anthony,1.0,0.0,2012.0,2012.0carmelo anthony
derrick rose,1.0,0.0,2012.0,2012.0derrick rose
chris bosh,0.0,1.0,2012.0,2012.0chris bosh
deron williams,0.0,1.0,2012.0,2012.0deron williams
rajon rondo,0.0,1.0,2012.0,2012.0rajon rondo
andre iguodala,0.0,1.0,2012.0,2012.0andre iguodala
paul pierce,0.0,1.0,2012.0,2012.0paul pierce
roy hibbert,0.0,1.0,2012.0,2012.0roy hibbert
luol deng,0.0,1.0,2012.0,2012.0luol deng
kevin durant,1.0,0.0,2012.0,2012.0kevin durant
kobe bryant,1.0,0.0,2012.0,2012.0kobe bryant
blake griffin,1.0,0.0,2012.0,2012.0blake griffin
chris paul,1.0,0.0,2012.0,2012.0chris paul
andrew bynum,1.0,0.0,2012.0,2012.0andrew bynum
russell westbrook,0.0,1.0,2012.0,2012.0russell westbrook
kevin love,0.0,1.0,2012.0,2012.0kevin love
dirk nowitzki,0.0,1.0,2012.0,2012.0dirk nowitzki
marc gasol,0.0,1.0,2012.0,2012.0marc gasol
tony parker,0.0,1.0,2012.0,2012.0tony parker
lamarcus aldridge,0.0,1.0,2012.0,2012.0lamarcus aldridge
steve nash,0.0,1.0,2012.0,2012.0steve nash
carmelo anthony,1.0,0.0,2013.0,2013.0carmelo anthony
lebron james,1.0,0.0,2013.0,2013.0lebron james
dwyane wade,1.0,0.0,2013.0,2013.0dwyane wade
chris bosh,1.0,0.0,2013.0,2013.0chris bosh
kevin garnett,1.0,0.0,2013.0,2013.0kevin garnett
kyrie irving,0.0,1.0,2013.0,2013.0kyrie irving
paul george,0.0,1.0,2013.0,2013.0paul george
luol deng,0.0,1.0,2013.0,2013.0luol deng
tyson chandler,0.0,1.0,2013.0,2013.0tyson chandler
joakim noah,0.0,1.0,2013.0,2013.0joakim noah
jrue holiday,0.0,1.0,2013.0,2013.0jrue holiday
brook lopez,0.0,1.0,2013.0,2013.0brook lopez
kevin durant,1.0,0.0,2013.0,2013.0kevin durant
kobe bryant,1.0,0.0,2013.0,2013.0kobe bryant
blake griffin,1.0,0.0,2013.0,2013.0blake griffin
chris paul,1.0,0.0,2013.0,2013.0chris paul
dwight howard,1.0,0.0,2013.0,2013.0dwight howard
james harden,0.0,1.0,2013.0,2013.0james harden
tony parker,0.0,1.0,2013.0,2013.0tony parker
russell westbrook,0.0,1.0,2013.0,2013.0russell westbrook
david lee,0.0,1.0,2013.0,2013.0david lee
zach randolph,0.0,1.0,2013.0,2013.0zach randolph
lamarcus aldridge,0.0,1.0,2013.0,2013.0lamarcus aldridge
tim duncan,0.0,1.0,2013.0,2013.0tim duncan
kyrie irving,1.0,0.0,2014.0,2014.0kyrie irving
lebron james,1.0,0.0,2014.0,2014.0lebron james
paul george,1.0,0.0,2014.0,2014.0paul george
carmelo anthony,1.0,0.0,2014.0,2014.0carmelo anthony
dwyane wade,1.0,0.0,2014.0,2014.0dwyane wade
joakim noah,0.0,1.0,2014.0,2014.0joakim noah
john wall,0.0,1.0,2014.0,2014.0john wall
demar derozan,0.0,1.0,2014.0,2014.0demar derozan
paul millsap,0.0,1.0,2014.0,2014.0paul millsap
roy hibbert,0.0,1.0,2014.0,2014.0roy hibbert
chris bosh,0.0,1.0,2014.0,2014.0chris bosh
joe johnson,0.0,1.0,2014.0,2014.0joe johnson
kevin durant,1.0,0.0,2014.0,2014.0kevin durant
kevin love,1.0,0.0,2014.0,2014.0kevin love
blake griffin,1.0,0.0,2014.0,2014.0blake griffin
stephen curry,1.0,0.0,2014.0,2014.0stephen curry
james harden,1.0,0.0,2014.0,2014.0james harden
chris paul,0.0,1.0,2014.0,2014.0chris paul
dwight howard,0.0,1.0,2014.0,2014.0dwight howard
lamarcus aldridge,0.0,1.0,2014.0,2014.0lamarcus aldridge
tony parker,0.0,1.0,2014.0,2014.0tony parker
anthony davis,0.0,1.0,2014.0,2014.0anthony davis
damian lillard,0.0,1.0,2014.0,2014.0damian lillard
dirk nowitzki,0.0,1.0,2014.0,2014.0dirk nowitzki
lebron james,1.0,0.0,2015.0,2015.0lebron james
carmelo anthony,1.0,0.0,2015.0,2015.0carmelo anthony
john wall,1.0,0.0,2015.0,2015.0john wall
pau gasol,1.0,0.0,2015.0,2015.0pau gasol
kyle lowry,1.0,0.0,2015.0,2015.0kyle lowry
kyrie irving,0.0,1.0,2015.0,2015.0kyrie irving
kyle korver,0.0,1.0,2015.0,2015.0kyle korver
paul millsap,0.0,1.0,2015.0,2015.0paul millsap
al horford,0.0,1.0,2015.0,2015.0al horford
jeff teague,0.0,1.0,2015.0,2015.0jeff teague
chris bosh,0.0,1.0,2015.0,2015.0chris bosh
jimmy butler,0.0,1.0,2015.0,2015.0jimmy butler
james harden,1.0,0.0,2015.0,2015.0james harden
stephen curry,1.0,0.0,2015.0,2015.0stephen curry
marc gasol,1.0,0.0,2015.0,2015.0marc gasol
klay thompson,1.0,0.0,2015.0,2015.0klay thompson
lamarcus aldridge,1.0,0.0,2015.0,2015.0lamarcus aldridge
chris paul,0.0,1.0,2015.0,2015.0chris paul
russell westbrook,0.0,1.0,2015.0,2015.0russell westbrook
demarcus cousins,0.0,1.0,2015.0,2015.0demarcus cousins
damian lillard,0.0,1.0,2015.0,2015.0damian lillard
tim duncan,0.0,1.0,2015.0,2015.0tim duncan
dirk nowitzki,0.0,1.0,2015.0,2015.0dirk nowitzki
kevin durant,0.0,1.0,2015.0,2015.0kevin durant
kyle lowry,1.0,0.0,2016.0,2016.0kyle lowry
paul george,1.0,0.0,2016.0,2016.0paul george
carmelo anthony,1.0,0.0,2016.0,2016.0carmelo anthony
dwyane wade,1.0,0.0,2016.0,2016.0dwyane wade
lebron james,1.0,0.0,2016.0,2016.0lebron james
john wall,0.0,1.0,2016.0,2016.0john wall
paul millsap,0.0,1.0,2016.0,2016.0paul millsap
isaiah thomas,0.0,1.0,2016.0,2016.0isaiah thomas
demar derozan,0.0,1.0,2016.0,2016.0demar derozan
andre drummond,0.0,1.0,2016.0,2016.0andre drummond
pau gasol,0.0,1.0,2016.0,2016.0pau gasol
al horford,0.0,1.0,2016.0,2016.0al horford
stephen curry,1.0,0.0,2016.0,2016.0stephen curry
kobe bryant,1.0,0.0,2016.0,2016.0kobe bryant
kawhi leonard,1.0,0.0,2016.0,2016.0kawhi leonard
kevin durant,1.0,0.0,2016.0,2016.0kevin durant
russell westbrook,1.0,0.0,2016.0,2016.0russell westbrook
james harden,0.0,1.0,2016.0,2016.0james harden
klay thompson,0.0,1.0,2016.0,2016.0klay thompson
chris paul,0.0,1.0,2016.0,2016.0chris paul
anthony davis,0.0,1.0,2016.0,2016.0anthony davis
lamarcus aldridge,0.0,1.0,2016.0,2016.0lamarcus aldridge
draymond green,0.0,1.0,2016.0,2016.0draymond green
demarcus cousins,0.0,1.0,2016.0,2016.0demarcus cousins
demar derozan,1.0,0.0,2017.0,2017.0demar derozan
giannis antetokounmpo,1.0,0.0,2017.0,2017.0giannis antetokounmpo
kyrie irving,1.0,0.0,2017.0,2017.0kyrie irving
lebron james,1.0,0.0,2017.0,2017.0lebron james
jimmy butler,1.0,0.0,2017.0,2017.0jimmy butler
paul george,0.0,1.0,2017.0,2017.0paul george
john wall,0.0,1.0,2017.0,2017.0john wall
kemba walker,0.0,1.0,2017.0,2017.0kemba walker
carmelo anthony,0.0,1.0,2017.0,2017.0carmelo anthony
isaiah thomas,0.0,1.0,2017.0,2017.0isaiah thomas
kyle lowry,0.0,1.0,2017.0,2017.0kyle lowry
paul millsap,0.0,1.0,2017.0,2017.0paul millsap
anthony davis,1.0,0.0,2017.0,2017.0anthony davis
james harden,1.0,0.0,2017.0,2017.0james harden
stephen curry,1.0,0.0,2017.0,2017.0stephen curry
kevin durant,1.0,0.0,2017.0,2017.0kevin durant
kawhi leonard,1.0,0.0,2017.0,2017.0kawhi leonard
marc gasol,0.0,1.0,2017.0,2017.0marc gasol
russell westbrook,0.0,1.0,2017.0,2017.0russell westbrook
klay thompson,0.0,1.0,2017.0,2017.0klay thompson
gordon hayward,0.0,1.0,2017.0,2017.0gordon hayward
draymond green,0.0,1.0,2017.0,2017.0draymond green
deandre jordan,0.0,1.0,2017.0,2017.0deandre jordan
demarcus cousins,0.0,1.0,2017.0,2017.0demarcus cousins
