year,player,listed_pos,age,tm_name,g,gs,mp,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,year-player,award_tm,award_pos,starter,reserve,all_star
1995.0,mitch richmond,SG,29.0,SAC,82.0,82.0,3172.0,17.2,0.551,0.28300000000000003,0.297,2.6,10.4,6.6,17.8,1.5,0.7,12.1,27.0,4.9,3.1,8.0,0.12,2.5,-0.7,1.8,3.0,668.0,1497.0,0.446,156.0,424.0,0.368,512.0,1073.0,0.477,0.498,375.0,445.0,0.843,69.0,288.0,357.0,311.0,91.0,29.0,234.0,227.0,1867.0,1995.0mitch richmond,2,G,0.0,1.0,1.0
1995.0,david robinson,C,29.0,SAS,81.0,81.0,3074.0,29.1,0.602,0.013,0.57,9.1,22.6,16.2,13.7,2.2,5.9,11.1,29.9,10.7,6.7,17.5,0.273,4.1,4.3,8.4,8.1,788.0,1487.0,0.53,6.0,20.0,0.3,782.0,1467.0,0.5329999999999999,0.532,656.0,847.0,0.774,234.0,643.0,877.0,236.0,134.0,262.0,233.0,230.0,2238.0,1995.0david robinson,1,C,0.0,1.0,1.0
1995.0,detlef schrempf,SF,32.0,SEA,82.0,82.0,2886.0,20.3,0.6409999999999999,0.182,0.523,5.7,15.1,10.5,16.4,1.6,0.9,12.6,21.0,9.8,3.1,12.9,0.215,4.2,0.3,4.5,4.7,521.0,997.0,0.523,93.0,181.0,0.514,428.0,816.0,0.525,0.569,437.0,521.0,0.8390000000000001,135.0,373.0,508.0,310.0,93.0,35.0,176.0,252.0,1572.0,1995.0detlef schrempf,3,F,0.0,1.0,1.0
1995.0,latrell sprewell,SG,24.0,GSW,69.0,69.0,2771.0,14.1,0.519,0.278,0.383,2.3,8.0,5.1,16.0,2.0,1.1,14.4,24.4,0.8,1.1,2.0,0.034,-0.3,-0.8,-1.1,0.7,490.0,1171.0,0.418,90.0,326.0,0.276,400.0,845.0,0.473,0.457,350.0,448.0,0.7809999999999999,58.0,198.0,256.0,279.0,112.0,46.0,230.0,108.0,1420.0,1995.0latrell sprewell,0,SG,1.0,0.0,1.0
1995.0,john stockton,PG,32.0,UTA,82.0,82.0,2867.0,23.3,0.6509999999999999,0.287,0.387,2.6,8.0,5.5,52.6,3.5,0.6,22.4,18.9,9.9,4.0,13.9,0.233,6.2,-0.7,5.5,5.4,429.0,791.0,0.542,102.0,227.0,0.449,327.0,564.0,0.58,0.607,246.0,306.0,0.804,57.0,194.0,251.0,1011.0,194.0,22.0,267.0,215.0,1206.0,1995.0john stockton,1,G,0.0,1.0,1.0
1996.0,vin baker,PF,24.0,MIL,82.0,82.0,3319.0,18.4,0.527,0.034,0.335,9.5,20.5,14.9,11.4,1.1,2.1,11.6,25.6,3.7,2.4,6.2,0.08900000000000001,0.4,0.1,0.4,2.1,699.0,1429.0,0.489,10.0,48.0,0.208,689.0,1381.0,0.499,0.493,321.0,479.0,0.67,263.0,545.0,808.0,212.0,68.0,91.0,216.0,272.0,1729.0,1996.0vin baker,0,PF,0.0,1.0,1.0
1996.0,charles barkley,PF,32.0,PHO,71.0,71.0,2632.0,24.8,0.585,0.151,0.488,10.9,25.0,18.1,17.4,2.2,1.6,13.4,27.5,7.0,3.5,10.5,0.191,4.5,1.4,5.9,5.2,580.0,1160.0,0.5,49.0,175.0,0.28,531.0,985.0,0.539,0.521,440.0,566.0,0.777,243.0,578.0,821.0,262.0,114.0,56.0,218.0,208.0,1649.0,1996.0charles barkley,3,F,1.0,0.0,1.0
1996.0,terrell brandon,PG,25.0,CLE,75.0,75.0,2570.0,25.2,0.573,0.214,0.348,2.4,10.6,6.4,38.1,3.0,1.1,10.1,27.6,9.5,3.1,12.7,0.237,6.0,-0.1,6.0,5.2,510.0,1096.0,0.465,91.0,235.0,0.387,419.0,861.0,0.487,0.507,338.0,381.0,0.887,47.0,201.0,248.0,487.0,132.0,33.0,142.0,146.0,1449.0,1996.0terrell brandon,0,PG,0.0,1.0,1.0
1996.0,clyde drexler,SG,33.0,HOU,52.0,51.0,1997.0,20.0,0.551,0.308,0.442,5.6,15.3,10.6,24.7,2.7,0.9,12.8,23.6,4.1,2.6,6.7,0.161,3.5,1.2,4.7,3.4,331.0,764.0,0.433,78.0,235.0,0.332,253.0,529.0,0.478,0.484,265.0,338.0,0.784,97.0,276.0,373.0,302.0,105.0,24.0,134.0,153.0,1005.0,1996.0clyde drexler,0,SG,1.0,0.0,1.0
1996.0,sean elliott,SF,27.0,SAS,77.0,77.0,2901.0,16.3,0.585,0.348,0.375,2.8,12.1,7.6,11.8,1.2,0.8,13.1,23.4,4.1,3.6,7.7,0.128,2.0,0.0,2.0,2.9,525.0,1127.0,0.466,161.0,392.0,0.411,364.0,735.0,0.495,0.537,326.0,423.0,0.7709999999999999,69.0,327.0,396.0,211.0,69.0,33.0,198.0,178.0,1537.0,1996.0sean elliott,0,SF,0.0,1.0,1.0
1996.0,patrick ewing,C,33.0,NYK,76.0,76.0,2783.0,20.9,0.516,0.019,0.317,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,0.116,-2.9,2.4,-0.4,1.1,678.0,1456.0,0.466,4.0,28.0,0.14300000000000002,674.0,1428.0,0.472,0.467,351.0,461.0,0.7609999999999999,157.0,649.0,806.0,160.0,68.0,184.0,221.0,247.0,1711.0,1996.0patrick ewing,0,C,0.0,1.0,1.0
1996.0,anfernee hardaway,PG,24.0,ORL,82.0,82.0,3015.0,24.6,0.605,0.233,0.477,5.1,8.5,6.8,32.2,2.9,1.0,13.5,25.5,11.0,3.4,14.4,0.229,6.4,0.0,6.4,6.4,623.0,1215.0,0.513,89.0,283.0,0.314,534.0,932.0,0.573,0.5489999999999999,445.0,580.0,0.767,129.0,225.0,354.0,582.0,166.0,41.0,229.0,160.0,1780.0,1996.0anfernee hardaway,1,G,1.0,0.0,1.0
1996.0,grant hill,SF,23.0,DET,80.0,80.0,3260.0,20.9,0.537,0.021,0.529,4.9,23.4,14.5,31.4,1.7,1.2,14.9,25.9,6.0,5.7,11.7,0.172,1.9,3.2,5.1,5.8,564.0,1221.0,0.462,5.0,26.0,0.192,559.0,1195.0,0.468,0.464,485.0,646.0,0.7509999999999999,127.0,656.0,783.0,548.0,100.0,48.0,263.0,242.0,1618.0,1996.0grant hill,2,F,1.0,0.0,1.0
1996.0,juwan howard,PF,22.0,WSB,81.0,81.0,3294.0,17.0,0.53,0.009000000000000001,0.284,6.9,16.5,11.8,18.7,1.0,0.8,15.2,27.0,2.5,3.1,5.6,0.08199999999999999,0.0,0.2,0.2,1.8,733.0,1500.0,0.489,4.0,13.0,0.308,729.0,1487.0,0.49,0.49,319.0,426.0,0.7490000000000001,188.0,472.0,660.0,360.0,67.0,39.0,303.0,269.0,1789.0,1996.0juwan howard,3,F,0.0,1.0,1.0
1996.0,michael jordan,SG,32.0,CHI,82.0,82.0,3090.0,29.4,0.5820000000000001,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,20.4,0.317,7.2,1.4,8.6,8.3,916.0,1850.0,0.495,111.0,260.0,0.4270000000000001,805.0,1590.0,0.506,0.525,548.0,657.0,0.8340000000000001,148.0,395.0,543.0,352.0,180.0,42.0,197.0,195.0,2491.0,1996.0michael jordan,1,G,1.0,0.0,1.0
1996.0,shawn kemp,PF,26.0,SEA,79.0,76.0,2631.0,22.6,0.631,0.013,0.7090000000000001,13.0,26.9,20.3,11.5,1.8,3.8,20.4,26.2,5.2,6.1,11.2,0.205,0.7,3.1,3.8,3.9,526.0,937.0,0.561,5.0,12.0,0.417,521.0,925.0,0.563,0.564,493.0,664.0,0.742,276.0,628.0,904.0,173.0,93.0,127.0,315.0,299.0,1550.0,1996.0shawn kemp,2,F,1.0,0.0,1.0
1996.0,jason kidd,PG,22.0,DAL,81.0,81.0,3034.0,17.8,0.468,0.306,0.256,6.5,13.3,9.6,41.5,2.9,0.6,18.6,24.3,1.7,2.6,4.3,0.068,2.1,0.6,2.7,3.5,493.0,1293.0,0.381,133.0,396.0,0.336,360.0,897.0,0.401,0.433,229.0,331.0,0.6920000000000001,203.0,350.0,553.0,783.0,175.0,26.0,328.0,155.0,1348.0,1996.0jason kidd,0,PG,1.0,0.0,1.0
1996.0,karl malone,PF,32.0,UTA,82.0,82.0,3113.0,26.0,0.575,0.026,0.466,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,9.9,5.3,15.1,0.233,4.7,2.6,7.3,7.4,789.0,1520.0,0.519,16.0,40.0,0.4,773.0,1480.0,0.522,0.524,512.0,708.0,0.723,175.0,629.0,804.0,345.0,138.0,56.0,199.0,245.0,2106.0,1996.0karl malone,1,F,0.0,1.0,1.0
1996.0,reggie miller,SG,30.0,IND,76.0,76.0,2621.0,20.1,0.625,0.385,0.467,1.9,8.1,5.1,17.2,1.6,0.4,12.8,25.8,8.3,2.0,10.3,0.188,5.5,-1.6,3.9,3.9,504.0,1066.0,0.473,168.0,410.0,0.41,336.0,656.0,0.512,0.552,430.0,498.0,0.863,38.0,176.0,214.0,253.0,77.0,13.0,189.0,175.0,1606.0,1996.0reggie miller,3,G,0.0,1.0,1.0
1996.0,alonzo mourning,C,25.0,MIA,70.0,70.0,2671.0,22.7,0.584,0.028,0.662,9.7,21.7,15.9,11.4,1.4,5.5,15.9,28.1,4.4,5.5,9.9,0.17800000000000002,0.8,3.7,4.4,4.3,563.0,1076.0,0.523,9.0,30.0,0.3,554.0,1046.0,0.53,0.527,488.0,712.0,0.685,218.0,509.0,727.0,159.0,70.0,189.0,262.0,245.0,1623.0,1996.0alonzo mourning,0,C,0.0,1.0,1.0
1996.0,dikembe mutombo,C,29.0,DEN,74.0,74.0,2713.0,17.1,0.562,0.002,0.622,10.6,26.6,18.6,6.1,0.7,8.8,17.1,14.4,2.6,5.0,7.6,0.134,-2.1,5.3,3.2,3.6,284.0,569.0,0.499,0.0,1.0,0.0,284.0,568.0,0.5,0.499,246.0,354.0,0.695,249.0,622.0,871.0,108.0,38.0,332.0,150.0,258.0,814.0,1996.0dikembe mutombo,0,C,0.0,1.0,1.0
1996.0,shaquille o'neal,C,23.0,ORL,54.0,52.0,1946.0,26.4,0.57,0.002,0.495,11.1,24.2,17.8,15.9,0.9,4.4,11.0,32.8,3.9,3.0,6.9,0.171,2.3,1.1,3.5,2.7,592.0,1033.0,0.573,1.0,2.0,0.5,591.0,1031.0,0.573,0.574,249.0,511.0,0.487,182.0,414.0,596.0,155.0,34.0,115.0,155.0,193.0,1434.0,1996.0shaquille o'neal,3,C,1.0,0.0,1.0
1996.0,hakeem olajuwon,C,33.0,HOU,72.0,72.0,2797.0,25.5,0.5579999999999999,0.009000000000000001,0.3670000000000001,7.3,24.0,15.9,18.3,2.1,5.3,12.5,31.9,4.5,5.2,9.7,0.166,1.2,3.4,4.6,4.7,768.0,1494.0,0.514,3.0,14.0,0.214,765.0,1480.0,0.517,0.515,397.0,548.0,0.7240000000000001,176.0,608.0,784.0,257.0,113.0,207.0,247.0,242.0,1936.0,1996.0hakeem olajuwon,2,C,1.0,0.0,1.0
1996.0,gary payton,PG,27.0,SEA,81.0,81.0,3162.0,19.6,0.5539999999999999,0.234,0.24,4.1,8.4,6.3,33.3,3.7,0.5,15.6,23.6,5.9,5.6,11.5,0.174,3.3,1.4,4.7,5.3,618.0,1276.0,0.484,98.0,299.0,0.328,520.0,977.0,0.532,0.523,229.0,306.0,0.748,104.0,235.0,339.0,608.0,231.0,19.0,260.0,221.0,1563.0,1996.0gary payton,2,G,0.0,1.0,1.0
1996.0,scottie pippen,SF,30.0,CHI,77.0,77.0,2825.0,21.0,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,7.0,5.3,12.3,0.209,4.6,2.2,6.8,6.3,563.0,1216.0,0.463,150.0,401.0,0.374,413.0,815.0,0.507,0.525,220.0,324.0,0.679,152.0,344.0,496.0,452.0,133.0,57.0,207.0,198.0,1496.0,1996.0scottie pippen,1,F,1.0,0.0,1.0
1996.0,glen rice,SF,28.0,CHH,79.0,79.0,3142.0,17.8,0.584,0.311,0.294,3.3,11.5,7.3,12.6,1.5,0.5,10.0,23.4,7.2,1.2,8.3,0.127,3.4,-1.6,1.8,3.0,610.0,1296.0,0.471,171.0,403.0,0.424,439.0,893.0,0.4920000000000001,0.537,319.0,381.0,0.8370000000000001,86.0,292.0,378.0,232.0,91.0,19.0,163.0,217.0,1710.0,1996.0glen rice,0,SF,0.0,1.0,1.0
1996.0,mitch richmond,SG,30.0,SAC,81.0,81.0,2946.0,19.2,0.591,0.376,0.359,2.1,8.5,5.3,15.9,2.2,0.5,12.2,26.9,7.2,2.1,9.3,0.151,4.5,-1.7,2.9,3.6,611.0,1368.0,0.447,225.0,515.0,0.4370000000000001,386.0,853.0,0.453,0.529,425.0,491.0,0.866,54.0,215.0,269.0,255.0,125.0,19.0,220.0,233.0,1872.0,1996.0mitch richmond,3,G,0.0,1.0,1.0
1996.0,david robinson,C,30.0,SAS,82.0,82.0,3019.0,29.4,0.589,0.006999999999999999,0.597,12.3,24.2,18.4,14.6,1.9,6.4,9.8,28.8,11.1,7.2,18.3,0.29,4.3,4.9,9.2,8.5,711.0,1378.0,0.516,3.0,9.0,0.333,708.0,1369.0,0.517,0.517,626.0,823.0,0.7609999999999999,319.0,681.0,1000.0,247.0,111.0,271.0,190.0,262.0,2051.0,1996.0david robinson,1,C,0.0,1.0,1.0
1996.0,john stockton,PG,33.0,UTA,82.0,82.0,2915.0,21.9,0.642,0.275,0.345,2.3,7.1,4.8,49.1,2.6,0.4,20.7,18.7,10.1,2.9,13.0,0.214,5.5,-1.8,3.7,4.2,440.0,818.0,0.5379999999999999,95.0,225.0,0.422,345.0,593.0,0.5820000000000001,0.596,234.0,282.0,0.83,54.0,172.0,226.0,916.0,140.0,15.0,246.0,207.0,1209.0,1996.0john stockton,2,G,0.0,1.0,1.0
1997.0,vin baker,PF,25.0,MIL,78.0,78.0,3159.0,20.1,0.5529999999999999,0.043,0.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,4.9,3.4,8.3,0.127,1.4,1.2,2.6,3.7,632.0,1251.0,0.505,15.0,54.0,0.278,617.0,1197.0,0.515,0.511,358.0,521.0,0.687,267.0,537.0,804.0,211.0,81.0,112.0,245.0,275.0,1637.0,1997.0vin baker,3,F,0.0,1.0,1.0
1997.0,terrell brandon,PG,26.0,CLE,78.0,78.0,2868.0,21.5,0.526,0.206,0.226,2.1,11.7,6.8,35.6,2.8,0.9,11.0,28.3,6.2,4.7,10.8,0.181,3.8,0.8,4.6,4.8,575.0,1313.0,0.438,101.0,271.0,0.373,474.0,1042.0,0.455,0.476,268.0,297.0,0.902,48.0,253.0,301.0,490.0,138.0,30.0,178.0,177.0,1519.0,1997.0terrell brandon,0,PG,0.0,1.0,1.0
1997.0,joe dumars,SG,33.0,DET,79.0,79.0,2923.0,15.6,0.586,0.439,0.293,1.7,6.4,4.1,18.7,1.1,0.0,11.5,18.9,6.8,2.0,8.8,0.14400000000000002,3.0,-1.8,1.2,2.3,385.0,875.0,0.44,166.0,384.0,0.4320000000000001,219.0,491.0,0.446,0.535,222.0,256.0,0.867,38.0,153.0,191.0,318.0,57.0,1.0,128.0,97.0,1158.0,1997.0joe dumars,0,SG,0.0,1.0,1.0
1997.0,kevin garnett,SF,20.0,MIN,77.0,77.0,2995.0,18.2,0.537,0.019,0.247,7.6,16.8,12.2,14.1,1.9,4.1,12.5,21.3,3.4,3.9,7.3,0.116,0.3,2.6,2.9,3.7,549.0,1100.0,0.499,6.0,21.0,0.28600000000000003,543.0,1079.0,0.503,0.502,205.0,272.0,0.754,190.0,428.0,618.0,236.0,105.0,163.0,175.0,199.0,1309.0,1997.0kevin garnett,0,SF,0.0,1.0,1.0
1997.0,chris gatling,PF,29.0,TOT,47.0,1.0,1283.0,23.9,0.58,0.01,0.528,11.9,21.7,16.7,4.7,1.6,1.9,13.5,31.7,2.4,1.5,3.9,0.145,0.0,-2.6,-2.6,-0.2,327.0,623.0,0.525,1.0,6.0,0.16699999999999998,326.0,617.0,0.528,0.526,236.0,329.0,0.7170000000000001,134.0,236.0,370.0,28.0,39.0,31.0,120.0,138.0,891.0,1997.0chris gatling,0,PF,0.0,1.0,1.0
1997.0,tom gugliotta,PF,27.0,MIN,81.0,81.0,3131.0,19.0,0.526,0.069,0.423,7.1,19.3,13.3,19.3,2.2,2.1,15.6,27.5,2.6,4.2,6.7,0.103,0.4,1.6,2.0,3.2,592.0,1339.0,0.442,24.0,93.0,0.258,568.0,1246.0,0.456,0.451,464.0,566.0,0.82,187.0,515.0,702.0,335.0,130.0,89.0,293.0,237.0,1672.0,1997.0tom gugliotta,0,PF,0.0,1.0,1.0
1997.0,anfernee hardaway,PG,25.0,ORL,59.0,59.0,2221.0,21.4,0.5539999999999999,0.284,0.3670000000000001,4.2,9.8,6.9,28.5,2.3,1.2,11.7,25.7,5.8,2.2,8.1,0.175,4.7,0.0,4.7,3.8,421.0,941.0,0.447,85.0,267.0,0.318,336.0,674.0,0.499,0.493,283.0,345.0,0.82,82.0,181.0,263.0,332.0,93.0,35.0,145.0,123.0,1210.0,1997.0anfernee hardaway,3,G,1.0,0.0,1.0
1997.0,tim hardaway,PG,30.0,MIA,81.0,81.0,3136.0,20.8,0.532,0.426,0.263,1.9,8.5,5.2,41.9,2.6,0.2,13.0,26.6,7.9,5.0,12.9,0.198,5.3,-0.2,5.1,5.6,575.0,1384.0,0.415,203.0,590.0,0.344,372.0,794.0,0.469,0.489,291.0,364.0,0.799,49.0,228.0,277.0,695.0,151.0,9.0,230.0,165.0,1644.0,1997.0tim hardaway,1,G,0.0,1.0,1.0
1997.0,grant hill,SF,24.0,DET,80.0,80.0,3147.0,25.5,0.556,0.026,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,8.7,5.9,14.6,0.223,4.3,3.7,8.0,7.9,625.0,1259.0,0.496,10.0,33.0,0.303,615.0,1226.0,0.502,0.5,450.0,633.0,0.711,123.0,598.0,721.0,583.0,144.0,48.0,259.0,186.0,1710.0,1997.0grant hill,1,F,1.0,0.0,1.0
1997.0,eddie jones,SG,25.0,LAL,80.0,80.0,2998.0,17.3,0.5589999999999999,0.36,0.312,3.5,8.9,6.2,15.0,3.3,1.2,12.1,20.9,5.3,4.3,9.6,0.154,2.7,1.3,4.0,4.5,473.0,1081.0,0.438,152.0,389.0,0.391,321.0,692.0,0.464,0.508,276.0,337.0,0.8190000000000001,90.0,236.0,326.0,270.0,189.0,49.0,169.0,226.0,1374.0,1997.0eddie jones,0,SG,0.0,1.0,1.0
1997.0,michael jordan,SG,33.0,CHI,82.0,82.0,3106.0,27.8,0.5670000000000001,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,18.3,0.28300000000000003,6.5,0.2,6.7,6.8,920.0,1892.0,0.486,111.0,297.0,0.374,809.0,1595.0,0.507,0.516,480.0,576.0,0.833,113.0,369.0,482.0,352.0,140.0,44.0,166.0,156.0,2431.0,1997.0michael jordan,1,G,1.0,0.0,1.0
1997.0,shawn kemp,PF,27.0,SEA,81.0,75.0,2750.0,20.7,0.583,0.032,0.59,12.1,23.3,17.7,10.0,2.4,2.5,17.7,26.3,4.6,5.4,10.0,0.174,0.3,1.7,2.0,2.8,526.0,1032.0,0.51,12.0,33.0,0.364,514.0,999.0,0.515,0.516,452.0,609.0,0.742,275.0,532.0,807.0,156.0,125.0,81.0,280.0,320.0,1516.0,1997.0shawn kemp,0,PF,1.0,0.0,1.0
1997.0,christian laettner,PF,27.0,ATL,82.0,82.0,3140.0,19.1,0.562,0.078,0.39,8.2,18.9,13.7,13.3,1.8,1.6,14.2,23.1,6.1,5.4,11.6,0.177,0.9,1.9,2.8,3.8,548.0,1128.0,0.486,31.0,88.0,0.35200000000000004,517.0,1040.0,0.4970000000000001,0.5,359.0,440.0,0.816,212.0,508.0,720.0,223.0,102.0,64.0,218.0,277.0,1486.0,1997.0christian laettner,0,PF,0.0,1.0,1.0
1997.0,karl malone,PF,33.0,UTA,82.0,82.0,2998.0,28.9,0.6,0.008,0.439,8.5,24.2,16.8,24.5,2.0,1.3,11.1,32.7,11.6,5.1,16.7,0.268,6.2,2.2,8.5,7.9,864.0,1571.0,0.55,0.0,13.0,0.0,864.0,1558.0,0.555,0.55,521.0,690.0,0.755,193.0,616.0,809.0,368.0,113.0,48.0,233.0,217.0,2249.0,1997.0karl malone,1,F,1.0,0.0,1.0
1997.0,dikembe mutombo,C,30.0,ATL,80.0,80.0,2973.0,19.0,0.584,0.0,0.602,11.0,25.9,18.6,6.4,0.9,7.0,16.9,17.4,4.7,6.6,11.3,0.183,-1.3,4.5,3.2,3.9,380.0,721.0,0.527,0.0,0.0,0.0,380.0,721.0,0.527,0.527,306.0,434.0,0.705,268.0,661.0,929.0,110.0,49.0,264.0,186.0,249.0,1066.0,1997.0dikembe mutombo,0,C,1.0,0.0,1.0
1997.0,hakeem olajuwon,C,34.0,HOU,78.0,78.0,2852.0,22.7,0.5579999999999999,0.011,0.313,7.4,21.0,14.5,16.2,2.1,4.5,14.8,30.4,3.5,5.6,9.1,0.154,-0.2,3.4,3.2,3.7,727.0,1426.0,0.51,5.0,16.0,0.313,722.0,1410.0,0.512,0.512,351.0,446.0,0.787,173.0,543.0,716.0,236.0,117.0,173.0,281.0,249.0,1810.0,1997.0hakeem olajuwon,1,C,1.0,0.0,1.0
1997.0,gary payton,PG,28.0,SEA,82.0,82.0,3213.0,21.8,0.545,0.256,0.24,4.0,10.2,7.1,33.8,3.3,0.3,11.6,26.4,8.2,4.7,12.9,0.193,5.1,0.5,5.6,6.2,706.0,1482.0,0.476,119.0,380.0,0.313,587.0,1102.0,0.5329999999999999,0.517,254.0,355.0,0.715,106.0,272.0,378.0,583.0,197.0,13.0,215.0,208.0,1785.0,1997.0gary payton,2,G,1.0,0.0,1.0
1997.0,scottie pippen,SF,31.0,CHI,82.0,82.0,3095.0,21.3,0.5539999999999999,0.31,0.213,5.9,13.3,9.7,24.3,2.7,1.1,12.5,24.6,7.8,5.2,13.1,0.203,4.9,1.7,6.6,6.7,648.0,1366.0,0.474,156.0,424.0,0.368,492.0,942.0,0.522,0.531,204.0,291.0,0.701,160.0,371.0,531.0,467.0,154.0,45.0,214.0,213.0,1656.0,1997.0scottie pippen,2,F,1.0,0.0,1.0
1997.0,glen rice,SF,29.0,CHH,79.0,78.0,3362.0,19.7,0.605,0.29100000000000004,0.354,2.5,8.8,5.7,8.8,1.2,0.6,9.2,26.9,9.6,1.2,10.8,0.154,4.1,-2.8,1.2,2.7,722.0,1513.0,0.477,207.0,440.0,0.47,515.0,1073.0,0.48,0.546,464.0,535.0,0.867,67.0,251.0,318.0,160.0,72.0,26.0,177.0,190.0,2115.0,1997.0glen rice,2,F,0.0,1.0,1.0
1997.0,mitch richmond,SG,31.0,SAC,81.0,81.0,3125.0,21.6,0.578,0.302,0.337,2.2,9.8,6.0,20.6,2.0,0.6,11.6,29.4,8.7,2.1,10.8,0.166,5.2,-1.9,3.3,4.2,717.0,1578.0,0.454,204.0,477.0,0.428,513.0,1101.0,0.466,0.519,457.0,531.0,0.861,59.0,260.0,319.0,338.0,118.0,24.0,237.0,211.0,2095.0,1997.0mitch richmond,2,G,0.0,1.0,1.0
1997.0,detlef schrempf,SF,34.0,SEA,61.0,60.0,2192.0,18.3,0.5920000000000001,0.222,0.436,4.8,16.9,10.9,20.4,1.5,0.6,14.8,21.1,5.1,2.9,8.0,0.174,2.3,0.5,2.8,2.7,356.0,724.0,0.4920000000000001,57.0,161.0,0.354,299.0,563.0,0.531,0.531,253.0,316.0,0.8009999999999999,87.0,307.0,394.0,266.0,63.0,16.0,150.0,151.0,1022.0,1997.0detlef schrempf,0,SF,0.0,1.0,1.0
1997.0,latrell sprewell,SG,26.0,GSW,80.0,79.0,3353.0,19.7,0.57,0.287,0.405,2.1,10.9,6.5,27.0,2.1,1.0,15.9,26.9,7.0,1.1,8.1,0.115,3.8,-1.2,2.6,3.9,649.0,1444.0,0.449,147.0,415.0,0.354,502.0,1029.0,0.488,0.5,493.0,585.0,0.843,58.0,308.0,366.0,507.0,132.0,45.0,322.0,153.0,1938.0,1997.0latrell sprewell,0,SG,0.0,1.0,1.0
1997.0,john stockton,PG,34.0,UTA,82.0,82.0,2896.0,22.1,0.6559999999999999,0.237,0.428,2.1,7.4,4.9,46.0,3.1,0.4,21.6,18.4,10.0,3.6,13.6,0.226,5.1,-1.2,3.9,4.3,416.0,759.0,0.5479999999999999,76.0,180.0,0.422,340.0,579.0,0.5870000000000001,0.598,275.0,325.0,0.846,45.0,183.0,228.0,860.0,166.0,15.0,248.0,194.0,1183.0,1997.0john stockton,3,G,1.0,0.0,1.0
1997.0,chris webber,PF,23.0,WSB,72.0,72.0,2806.0,21.8,0.5539999999999999,0.129,0.268,10.1,20.8,15.5,19.9,2.3,3.7,15.0,24.6,4.3,5.0,9.3,0.159,2.9,3.7,6.6,6.1,604.0,1167.0,0.518,60.0,151.0,0.397,544.0,1016.0,0.535,0.5429999999999999,177.0,313.0,0.565,238.0,505.0,743.0,331.0,122.0,137.0,230.0,258.0,1445.0,1997.0chris webber,0,PF,0.0,1.0,1.0
1998.0,vin baker,C,26.0,SEA,82.0,82.0,2944.0,20.4,0.564,0.006,0.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,6.9,3.5,10.4,0.16899999999999998,1.9,0.2,2.0,3.0,631.0,1164.0,0.542,1.0,7.0,0.14300000000000002,630.0,1157.0,0.545,0.5429999999999999,311.0,526.0,0.591,286.0,370.0,656.0,152.0,91.0,86.0,174.0,278.0,1574.0,1998.0vin baker,2,F,0.0,1.0,1.0
1998.0,kobe bryant,SG,19.0,LAL,79.0,1.0,2056.0,18.5,0.5479999999999999,0.241,0.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,0.147,1.9,-1.7,0.2,1.1,391.0,913.0,0.428,75.0,220.0,0.341,316.0,693.0,0.456,0.469,363.0,457.0,0.794,79.0,163.0,242.0,199.0,74.0,40.0,157.0,180.0,1220.0,1998.0kobe bryant,0,SG,1.0,0.0,1.0
1998.0,tim duncan,PF,21.0,SAS,82.0,82.0,3204.0,22.6,0.5770000000000001,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,5.6,7.2,12.8,0.192,1.8,3.7,5.5,6.0,706.0,1287.0,0.5489999999999999,0.0,10.0,0.0,706.0,1277.0,0.5529999999999999,0.5489999999999999,319.0,482.0,0.662,274.0,703.0,977.0,224.0,55.0,206.0,279.0,254.0,1731.0,1998.0tim duncan,1,F,0.0,1.0,1.0
1998.0,kevin garnett,PF,21.0,MIN,82.0,82.0,3222.0,20.4,0.527,0.012,0.257,7.9,19.7,13.9,18.2,2.2,3.3,11.8,22.5,5.3,4.2,9.6,0.14300000000000002,1.9,2.9,4.8,5.5,635.0,1293.0,0.491,3.0,16.0,0.188,632.0,1277.0,0.495,0.4920000000000001,245.0,332.0,0.738,222.0,564.0,786.0,348.0,139.0,150.0,192.0,224.0,1518.0,1998.0kevin garnett,0,PF,1.0,0.0,1.0
