year,player,listed_pos,age,tm_name,g,gs,mp,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,year-player,award_tm,award_pos,starter,reserve,all_star
2003.0,shawn marion,SF,24.0,PHO,81.0,81.0,3373.0,21.3,0.5379999999999999,0.248,0.201,6.6,19.4,13.0,10.4,2.9,2.1,9.0,23.3,7.3,5.8,13.0,0.18600000000000005,3.2,2.3,5.5,6.4,662.0,1466.0,0.452,141.0,364.0,0.387,521.0,1102.0,0.473,0.5,251.0,295.0,0.851,199.0,574.0,773.0,198.0,185.0,95.0,157.0,208.0,1716.0,2003.0shawn marion,0,SF,0.0,1.0,1.0
2003.0,jamal mashburn,SF,30.0,NOH,82.0,81.0,3321.0,18.0,0.507,0.193,0.233,2.3,15.3,8.7,26.2,1.3,0.4,11.6,27.1,5.4,3.6,9.0,0.13,2.4,-0.4,2.0,3.3,670.0,1586.0,0.422,119.0,306.0,0.389,551.0,1280.0,0.43,0.46,313.0,369.0,0.848,66.0,432.0,498.0,462.0,83.0,17.0,230.0,196.0,1772.0,2003.0jamal mashburn,3,F,0.0,1.0,1.0
2003.0,tracy mcgrady,SG,23.0,ORL,75.0,74.0,2954.0,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,16.1,0.262,9.8,-0.1,9.7,8.7,829.0,1813.0,0.457,173.0,448.0,0.386,656.0,1365.0,0.481,0.505,576.0,726.0,0.7929999999999999,121.0,367.0,488.0,411.0,124.0,59.0,195.0,156.0,2407.0,2003.0tracy mcgrady,1,G,1.0,0.0,1.0
2003.0,brad miller,C,26.0,IND,73.0,72.0,2270.0,19.3,0.579,0.024,0.535,9.4,20.2,14.9,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,0.202,2.0,1.8,3.8,3.3,329.0,667.0,0.493,5.0,16.0,0.313,324.0,651.0,0.498,0.4970000000000001,292.0,357.0,0.818,185.0,418.0,603.0,193.0,65.0,43.0,118.0,203.0,955.0,2003.0brad miller,0,C,0.0,1.0,1.0
2003.0,yao ming,C,22.0,HOU,82.0,72.0,2382.0,20.6,0.57,0.002,0.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.17600000000000002,0.2,1.7,1.9,2.4,401.0,805.0,0.498,1.0,2.0,0.5,400.0,803.0,0.498,0.499,301.0,371.0,0.8109999999999999,196.0,479.0,675.0,137.0,31.0,147.0,173.0,230.0,1104.0,2003.0yao ming,0,C,1.0,0.0,1.0
2003.0,steve nash,PG,28.0,DAL,82.0,82.0,2711.0,22.6,0.5760000000000001,0.241,0.304,2.6,7.0,4.8,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.206,5.5,-2.1,3.3,3.7,518.0,1114.0,0.465,111.0,269.0,0.413,407.0,845.0,0.482,0.515,308.0,339.0,0.909,63.0,171.0,234.0,598.0,85.0,6.0,192.0,134.0,1455.0,2003.0steve nash,3,G,0.0,1.0,1.0
2003.0,dirk nowitzki,PF,24.0,DAL,80.0,80.0,3117.0,25.6,0.581,0.262,0.368,2.9,25.1,14.0,13.3,1.8,2.0,8.1,27.4,10.8,5.3,16.1,0.249,4.6,1.0,5.7,6.1,690.0,1489.0,0.463,148.0,390.0,0.379,542.0,1099.0,0.493,0.513,483.0,548.0,0.8809999999999999,81.0,710.0,791.0,239.0,111.0,82.0,152.0,206.0,2011.0,2003.0dirk nowitzki,2,F,0.0,1.0,1.0
2003.0,jermaine o'neal,PF,24.0,IND,77.0,76.0,2864.0,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,0.177,0.5,2.0,2.6,3.3,610.0,1260.0,0.484,7.0,21.0,0.333,603.0,1239.0,0.487,0.487,373.0,510.0,0.731,202.0,594.0,796.0,155.0,66.0,178.0,180.0,277.0,1600.0,2003.0jermaine o'neal,3,C,1.0,0.0,1.0
2003.0,shaquille o'neal,C,30.0,LAL,67.0,66.0,2535.0,29.5,0.602,0.0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,13.2,0.25,5.5,0.8,6.3,5.3,695.0,1211.0,0.574,0.0,0.0,0.0,695.0,1211.0,0.574,0.574,451.0,725.0,0.622,259.0,483.0,742.0,206.0,38.0,159.0,196.0,229.0,1841.0,2003.0shaquille o'neal,1,C,0.0,1.0,1.0
2003.0,gary payton,PG,34.0,TOT,80.0,80.0,3208.0,21.1,0.504,0.124,0.24,2.9,9.5,6.1,38.9,2.2,0.5,10.3,26.4,7.0,2.1,9.1,0.136,4.2,-1.0,3.2,4.2,665.0,1466.0,0.454,54.0,182.0,0.297,611.0,1284.0,0.476,0.472,250.0,352.0,0.71,79.0,255.0,334.0,663.0,133.0,20.0,187.0,181.0,1634.0,2003.0gary payton,0,PG,0.0,1.0,1.0
2003.0,paul pierce,SG,25.0,BOS,79.0,79.0,3096.0,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13.0,33.2,5.3,4.8,10.1,0.157,3.3,0.9,4.2,4.9,663.0,1592.0,0.416,118.0,391.0,0.302,545.0,1201.0,0.454,0.454,604.0,753.0,0.802,106.0,472.0,578.0,349.0,139.0,62.0,288.0,227.0,2048.0,2003.0paul pierce,3,F,0.0,1.0,1.0
2003.0,peja stojakovic,SF,25.0,SAC,72.0,72.0,2450.0,19.6,0.6,0.393,0.255,2.8,14.0,8.7,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,4.0,-0.9,3.1,3.1,497.0,1034.0,0.481,155.0,406.0,0.382,342.0,628.0,0.545,0.556,231.0,264.0,0.875,61.0,336.0,397.0,141.0,72.0,5.0,101.0,143.0,1380.0,2003.0peja stojakovic,0,SF,0.0,1.0,1.0
2003.0,antoine walker,PF,26.0,BOS,78.0,78.0,3235.0,14.6,0.467,0.375,0.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,-1.6,4.2,2.6,0.039,0.0,0.4,0.3,1.9,603.0,1554.0,0.388,188.0,582.0,0.32299999999999995,415.0,972.0,0.4270000000000001,0.449,176.0,286.0,0.615,99.0,464.0,563.0,373.0,116.0,31.0,260.0,221.0,1570.0,2003.0antoine walker,0,PF,0.0,1.0,1.0
2003.0,ben wallace,C,28.0,DET,73.0,73.0,2873.0,17.2,0.486,0.014,0.4320000000000001,11.9,34.9,23.2,6.9,2.0,5.9,14.5,10.2,2.7,7.9,10.6,0.17600000000000002,-1.9,7.0,5.1,5.1,210.0,437.0,0.481,1.0,6.0,0.16699999999999998,209.0,431.0,0.485,0.482,85.0,189.0,0.45,293.0,833.0,1126.0,120.0,104.0,230.0,88.0,179.0,506.0,2003.0ben wallace,2,C,1.0,0.0,1.0
2004.0,ray allen,SG,28.0,SEA,56.0,56.0,2152.0,21.7,0.5660000000000001,0.3720000000000001,0.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,6.5,0.4,6.9,0.153,5.9,-1.8,4.0,3.3,447.0,1017.0,0.44,148.0,378.0,0.392,299.0,639.0,0.468,0.512,245.0,271.0,0.904,69.0,217.0,286.0,268.0,71.0,11.0,156.0,132.0,1287.0,2004.0ray allen,0,SG,0.0,1.0,1.0
2004.0,kobe bryant,SG,25.0,LAL,65.0,64.0,2447.0,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,10.7,0.21,5.5,0.2,5.7,4.7,516.0,1178.0,0.438,71.0,217.0,0.327,445.0,961.0,0.463,0.468,454.0,533.0,0.852,103.0,256.0,359.0,330.0,112.0,28.0,171.0,176.0,1557.0,2004.0kobe bryant,1,G,1.0,0.0,1.0
2004.0,vince carter,SG,27.0,TOR,73.0,73.0,2785.0,20.0,0.501,0.16699999999999998,0.28600000000000003,3.9,10.6,7.2,28.0,1.7,1.7,12.0,32.5,2.6,3.4,6.0,0.103,2.9,0.1,2.9,3.4,608.0,1457.0,0.417,93.0,243.0,0.383,515.0,1214.0,0.424,0.449,336.0,417.0,0.8059999999999999,95.0,254.0,349.0,348.0,88.0,65.0,223.0,212.0,1645.0,2004.0vince carter,0,SG,1.0,0.0,1.0
2004.0,sam cassell,PG,34.0,MIN,81.0,81.0,2838.0,22.8,0.5660000000000001,0.146,0.261,1.9,8.7,5.5,38.0,1.9,0.5,13.5,27.2,8.8,3.3,12.1,0.205,5.3,-1.0,4.3,4.5,620.0,1270.0,0.488,74.0,186.0,0.398,546.0,1084.0,0.504,0.517,289.0,331.0,0.873,44.0,227.0,271.0,592.0,102.0,18.0,220.0,247.0,1603.0,2004.0sam cassell,2,G,0.0,1.0,1.0
2004.0,baron davis,PG,24.0,NOH,67.0,66.0,2686.0,20.7,0.4920000000000001,0.415,0.251,2.7,9.6,6.1,37.9,3.2,0.8,12.1,30.1,4.3,3.2,7.5,0.133,5.9,-0.2,5.6,5.2,554.0,1402.0,0.395,187.0,582.0,0.321,367.0,820.0,0.448,0.462,237.0,352.0,0.6729999999999999,66.0,221.0,287.0,501.0,158.0,27.0,215.0,178.0,1532.0,2004.0baron davis,3,G,0.0,1.0,1.0
2004.0,tim duncan,PF,27.0,SAS,69.0,68.0,2527.0,27.1,0.534,0.01,0.498,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,5.9,7.2,13.1,0.249,2.4,4.9,7.3,5.9,592.0,1181.0,0.501,2.0,12.0,0.16699999999999998,590.0,1169.0,0.505,0.502,352.0,588.0,0.599,227.0,632.0,859.0,213.0,62.0,185.0,183.0,164.0,1538.0,2004.0tim duncan,1,F,1.0,0.0,1.0
2004.0,steve francis,PG,26.0,HOU,79.0,79.0,3194.0,15.8,0.501,0.224,0.389,4.5,11.1,8.0,28.3,2.4,0.8,18.3,24.0,2.4,4.7,7.1,0.107,1.0,1.5,2.5,3.6,450.0,1117.0,0.403,73.0,250.0,0.292,377.0,867.0,0.435,0.436,337.0,435.0,0.775,116.0,317.0,433.0,493.0,139.0,35.0,294.0,257.0,1310.0,2004.0steve francis,0,PG,1.0,0.0,1.0
2004.0,kevin garnett,PF,27.0,MIN,82.0,82.0,3231.0,29.4,0.547,0.027000000000000003,0.289,9.1,30.0,20.1,24.4,2.0,4.0,10.5,29.6,10.4,8.0,18.3,0.272,4.9,5.0,9.9,9.8,804.0,1611.0,0.499,11.0,43.0,0.256,793.0,1568.0,0.506,0.502,368.0,465.0,0.7909999999999999,245.0,894.0,1139.0,409.0,120.0,178.0,212.0,202.0,1987.0,2004.0kevin garnett,1,F,1.0,0.0,1.0
2004.0,allen iverson,SG,28.0,PHI,48.0,47.0,2040.0,19.3,0.478,0.177,0.404,2.0,8.2,5.1,34.4,3.1,0.2,13.6,35.3,0.5,2.3,2.8,0.066,3.1,-0.6,2.5,2.3,435.0,1125.0,0.387,57.0,199.0,0.28600000000000003,378.0,926.0,0.408,0.412,339.0,455.0,0.745,34.0,144.0,178.0,324.0,115.0,5.0,209.0,87.0,1266.0,2004.0allen iverson,0,SG,1.0,0.0,1.0
2004.0,jason kidd,PG,30.0,NJN,67.0,66.0,2450.0,19.7,0.485,0.306,0.26,4.1,16.5,10.3,44.8,2.7,0.4,16.7,24.6,2.8,4.4,7.2,0.141,3.1,1.5,4.5,4.1,368.0,959.0,0.384,94.0,293.0,0.321,274.0,666.0,0.411,0.433,206.0,249.0,0.8270000000000001,85.0,343.0,428.0,618.0,122.0,14.0,214.0,110.0,1036.0,2004.0jason kidd,1,G,0.0,1.0,1.0
2004.0,andrei kirilenko,PF,22.0,UTA,78.0,78.0,2895.0,22.6,0.5589999999999999,0.21600000000000005,0.5329999999999999,9.5,17.5,13.5,15.7,2.9,6.3,15.8,21.9,6.5,5.0,11.6,0.192,3.6,4.7,8.2,7.5,412.0,931.0,0.443,68.0,201.0,0.338,344.0,730.0,0.471,0.479,392.0,496.0,0.79,226.0,403.0,629.0,244.0,150.0,215.0,215.0,174.0,1284.0,2004.0andrei kirilenko,0,PF,0.0,1.0,1.0
2004.0,jamaal magloire,C,25.0,NOH,82.0,82.0,2777.0,16.5,0.551,0.001,0.581,10.7,24.4,17.4,5.5,0.8,2.8,16.5,20.0,3.9,3.7,7.6,0.131,-2.0,0.4,-1.6,0.3,383.0,809.0,0.473,0.0,1.0,0.0,383.0,808.0,0.474,0.473,353.0,470.0,0.7509999999999999,268.0,579.0,847.0,86.0,43.0,101.0,201.0,278.0,1119.0,2004.0jamaal magloire,0,C,0.0,1.0,1.0
2004.0,kenyon martin,PF,26.0,NJN,65.0,62.0,2252.0,18.7,0.528,0.028,0.327,7.0,25.3,16.2,13.7,2.3,2.8,14.0,25.0,1.5,5.1,6.7,0.142,-1.0,2.9,1.9,2.2,439.0,900.0,0.488,7.0,25.0,0.28,432.0,875.0,0.494,0.4920000000000001,201.0,294.0,0.684,133.0,484.0,617.0,160.0,95.0,82.0,168.0,230.0,1086.0,2004.0kenyon martin,0,PF,0.0,1.0,1.0
2004.0,tracy mcgrady,SG,24.0,ORL,67.0,67.0,2675.0,25.3,0.526,0.328,0.319,3.9,13.3,8.5,28.3,1.8,1.1,9.1,33.2,8.1,0.4,8.4,0.151,7.9,-2.1,5.8,5.3,653.0,1566.0,0.417,174.0,513.0,0.339,479.0,1053.0,0.455,0.473,398.0,500.0,0.7959999999999999,95.0,307.0,402.0,370.0,93.0,42.0,179.0,129.0,1878.0,2004.0tracy mcgrady,2,G,1.0,0.0,1.0
2004.0,brad miller,PF,27.0,SAC,72.0,53.0,2621.0,19.4,0.579,0.052000000000000005,0.45,8.5,23.3,16.1,18.5,1.3,2.3,14.1,17.6,7.1,3.0,10.0,0.184,2.2,2.2,4.3,4.2,373.0,731.0,0.51,12.0,38.0,0.316,361.0,693.0,0.521,0.518,256.0,329.0,0.778,191.0,552.0,743.0,312.0,68.0,86.0,144.0,247.0,1014.0,2004.0brad miller,0,PF,0.0,1.0,1.0
2004.0,yao ming,C,23.0,HOU,82.0,82.0,2692.0,21.9,0.586,0.002,0.435,9.1,22.4,16.1,9.3,0.4,4.5,14.3,25.3,6.5,4.8,11.4,0.202,0.3,1.6,1.9,2.6,535.0,1025.0,0.522,0.0,2.0,0.0,535.0,1023.0,0.523,0.522,361.0,446.0,0.809,197.0,538.0,735.0,122.0,22.0,156.0,204.0,273.0,1431.0,2004.0yao ming,3,C,1.0,0.0,1.0
2004.0,dirk nowitzki,C,25.0,DAL,77.0,77.0,2915.0,22.5,0.561,0.221,0.32299999999999995,3.3,22.2,12.5,11.3,1.6,2.6,8.3,24.5,9.0,2.5,11.5,0.19,3.5,0.0,3.4,4.0,605.0,1310.0,0.462,99.0,290.0,0.341,506.0,1020.0,0.496,0.5,371.0,423.0,0.877,90.0,580.0,670.0,207.0,92.0,104.0,135.0,216.0,1680.0,2004.0dirk nowitzki,3,F,0.0,1.0,1.0
2004.0,jermaine o'neal,PF,25.0,IND,78.0,78.0,2788.0,21.1,0.489,0.013,0.329,8.1,25.0,16.5,12.3,1.2,5.5,10.1,30.2,2.7,6.3,9.0,0.155,-1.2,3.0,1.8,2.7,608.0,1400.0,0.434,2.0,18.0,0.111,606.0,1382.0,0.438,0.435,348.0,460.0,0.757,193.0,585.0,778.0,164.0,59.0,199.0,181.0,248.0,1566.0,2004.0jermaine o'neal,2,F,1.0,0.0,1.0
2004.0,shaquille o'neal,C,31.0,LAL,67.0,67.0,2464.0,24.4,0.578,0.0,0.713,11.1,24.4,17.7,14.8,0.7,5.0,13.5,26.3,5.9,4.0,9.9,0.192,2.8,2.6,5.4,4.6,554.0,948.0,0.584,0.0,0.0,0.0,554.0,948.0,0.584,0.584,331.0,676.0,0.49,246.0,523.0,769.0,196.0,34.0,166.0,195.0,225.0,1439.0,2004.0shaquille o'neal,1,C,0.0,1.0,1.0
2004.0,paul pierce,SG,26.0,BOS,80.0,80.0,3099.0,19.4,0.517,0.257,0.422,2.6,16.4,9.6,25.1,2.2,1.3,14.6,30.5,3.7,3.4,7.1,0.109,1.8,0.2,2.1,3.2,602.0,1497.0,0.402,115.0,384.0,0.299,487.0,1113.0,0.438,0.441,517.0,631.0,0.8190000000000001,69.0,453.0,522.0,410.0,131.0,52.0,303.0,234.0,1836.0,2004.0paul pierce,0,SG,0.0,1.0,1.0
2004.0,michael redd,SG,24.0,MIL,82.0,82.0,3021.0,19.9,0.544,0.252,0.306,4.4,10.9,7.7,11.3,1.4,0.1,6.6,26.3,8.4,1.3,9.7,0.154,4.4,-2.2,2.2,3.2,633.0,1439.0,0.44,127.0,363.0,0.35,506.0,1076.0,0.47,0.484,383.0,441.0,0.868,118.0,289.0,407.0,185.0,81.0,6.0,116.0,152.0,1776.0,2004.0michael redd,3,G,0.0,1.0,1.0
2004.0,peja stojakovic,SF,26.0,SAC,81.0,81.0,3264.0,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,11.4,2.1,13.5,0.198,5.6,-1.9,3.7,4.7,665.0,1386.0,0.48,240.0,554.0,0.433,425.0,832.0,0.511,0.5660000000000001,394.0,425.0,0.927,91.0,417.0,508.0,173.0,108.0,14.0,153.0,159.0,1964.0,2004.0peja stojakovic,2,F,0.0,1.0,1.0
2004.0,ben wallace,C,29.0,DET,81.0,81.0,3050.0,17.3,0.441,0.011,0.388,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,1.1,9.1,10.2,0.16,-1.6,6.8,5.1,5.5,315.0,748.0,0.421,1.0,8.0,0.125,314.0,740.0,0.424,0.422,142.0,290.0,0.49,324.0,682.0,1006.0,138.0,143.0,246.0,123.0,162.0,773.0,2004.0ben wallace,2,C,1.0,0.0,1.0
2004.0,metta world peace,SF,24.0,IND,73.0,71.0,2714.0,18.2,0.511,0.218,0.395,4.3,12.5,8.4,19.2,3.1,1.4,13.4,26.2,2.8,5.2,8.0,0.141,1.9,2.3,4.2,4.2,468.0,1112.0,0.421,75.0,242.0,0.31,393.0,870.0,0.452,0.455,322.0,439.0,0.733,100.0,285.0,385.0,272.0,152.0,50.0,202.0,194.0,1333.0,2004.0metta world peace,3,F,0.0,1.0,1.0
2005.0,ray allen,SG,29.0,SEA,78.0,78.0,3064.0,20.9,0.555,0.3720000000000001,0.28600000000000003,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,9.7,1.0,10.7,0.168,5.6,-1.9,3.7,4.4,640.0,1494.0,0.428,209.0,556.0,0.376,431.0,938.0,0.459,0.498,378.0,428.0,0.883,79.0,268.0,347.0,289.0,84.0,5.0,171.0,167.0,1867.0,2005.0ray allen,2,G,0.0,1.0,1.0
2005.0,gilbert arenas,PG,23.0,WAS,80.0,80.0,3274.0,21.3,0.565,0.369,0.42,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,9.2,2.3,11.5,0.16899999999999998,5.5,-1.5,4.0,4.9,656.0,1523.0,0.431,205.0,562.0,0.365,451.0,961.0,0.469,0.498,521.0,640.0,0.8140000000000001,83.0,295.0,378.0,411.0,139.0,23.0,242.0,245.0,2038.0,2005.0gilbert arenas,3,G,0.0,1.0,1.0
2005.0,kobe bryant,SG,26.0,LAL,66.0,66.0,2689.0,23.3,0.563,0.292,0.502,4.0,12.4,8.2,28.5,1.7,1.4,14.3,31.7,7.1,1.0,8.1,0.145,5.6,-1.0,4.6,4.5,573.0,1324.0,0.433,131.0,387.0,0.339,442.0,937.0,0.472,0.482,542.0,664.0,0.816,95.0,297.0,392.0,398.0,86.0,53.0,270.0,174.0,1819.0,2005.0kobe bryant,3,G,1.0,0.0,1.0
2005.0,vince carter,SG,28.0,TOT,77.0,76.0,2828.0,22.9,0.541,0.203,0.299,4.4,12.6,8.4,25.7,2.1,1.3,8.8,31.6,5.9,3.5,9.4,0.159,5.3,0.0,5.3,5.2,696.0,1541.0,0.452,127.0,313.0,0.406,569.0,1228.0,0.463,0.493,367.0,460.0,0.7979999999999999,106.0,295.0,401.0,327.0,109.0,48.0,168.0,243.0,1886.0,2005.0vince carter,0,SG,1.0,0.0,1.0
2005.0,tim duncan,PF,28.0,SAS,66.0,66.0,2203.0,27.0,0.54,0.009000000000000001,0.4370000000000001,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,1.9,4.5,6.4,4.7,517.0,1042.0,0.496,3.0,9.0,0.333,514.0,1033.0,0.498,0.498,305.0,455.0,0.67,202.0,530.0,732.0,179.0,45.0,174.0,127.0,144.0,1342.0,2005.0tim duncan,1,F,1.0,0.0,1.0
2005.0,kevin garnett,PF,28.0,MIN,82.0,82.0,3121.0,28.2,0.5670000000000001,0.018000000000000002,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6.0,16.1,0.248,5.3,4.4,9.7,9.3,683.0,1360.0,0.502,6.0,25.0,0.24,677.0,1335.0,0.507,0.504,445.0,549.0,0.8109999999999999,247.0,861.0,1108.0,466.0,121.0,112.0,222.0,207.0,1817.0,2005.0kevin garnett,2,F,1.0,0.0,1.0
2005.0,manu ginobili,SG,27.0,SAS,74.0,74.0,2193.0,22.3,0.609,0.331,0.5670000000000001,4.0,13.6,8.8,23.0,2.9,0.9,15.0,24.3,6.4,4.6,11.0,0.24,4.8,2.2,7.0,5.0,367.0,780.0,0.471,97.0,258.0,0.376,270.0,522.0,0.517,0.5329999999999999,355.0,442.0,0.8029999999999999,75.0,254.0,329.0,288.0,119.0,27.0,172.0,190.0,1186.0,2005.0manu ginobili,0,SG,0.0,1.0,1.0
2005.0,grant hill,SF,32.0,ORL,67.0,67.0,2338.0,20.0,0.565,0.013,0.336,3.7,11.4,7.6,17.1,2.1,0.9,12.1,24.8,4.7,1.9,6.6,0.136,2.0,-0.4,1.6,2.1,517.0,1015.0,0.509,3.0,13.0,0.231,514.0,1002.0,0.513,0.511,280.0,341.0,0.821,77.0,241.0,318.0,220.0,97.0,28.0,161.0,144.0,1317.0,2005.0grant hill,0,SF,1.0,0.0,1.0
2005.0,zydrunas ilgauskas,C,29.0,CLE,78.0,78.0,2615.0,19.5,0.55,0.006999999999999999,0.514,13.2,17.2,15.2,6.6,1.1,4.7,13.7,24.1,4.8,3.3,8.1,0.149,0.3,0.7,1.0,2.0,458.0,979.0,0.468,2.0,7.0,0.28600000000000003,456.0,972.0,0.469,0.469,402.0,503.0,0.799,299.0,373.0,672.0,100.0,53.0,165.0,191.0,313.0,1320.0,2005.0zydrunas ilgauskas,0,C,0.0,1.0,1.0
2005.0,allen iverson,PG,29.0,PHI,75.0,75.0,3174.0,23.2,0.532,0.18600000000000005,0.4320000000000001,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,5.3,3.7,9.0,0.136,4.8,-0.5,4.3,5.0,771.0,1818.0,0.424,104.0,338.0,0.308,667.0,1480.0,0.451,0.453,656.0,786.0,0.835,51.0,248.0,299.0,596.0,180.0,9.0,344.0,140.0,2302.0,2005.0allen iverson,1,G,1.0,0.0,1.0
2005.0,lebron james,SF,20.0,CLE,80.0,80.0,3388.0,25.7,0.5539999999999999,0.183,0.378,3.8,17.0,10.2,32.9,2.8,1.1,11.8,29.7,9.7,4.6,14.3,0.203,6.9,1.5,8.3,8.8,795.0,1684.0,0.472,108.0,308.0,0.35100000000000003,687.0,1376.0,0.499,0.504,477.0,636.0,0.75,111.0,477.0,588.0,577.0,177.0,52.0,262.0,146.0,2175.0,2005.0lebron james,2,F,1.0,0.0,1.0
2005.0,antawn jamison,PF,28.0,WAS,68.0,68.0,2605.0,16.9,0.506,0.175,0.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,3.8,1.7,5.4,0.1,0.6,-1.8,-1.2,0.5,519.0,1189.0,0.4370000000000001,71.0,208.0,0.341,448.0,981.0,0.457,0.466,225.0,296.0,0.76,160.0,359.0,519.0,154.0,55.0,16.0,118.0,151.0,1334.0,2005.0antawn jamison,0,PF,0.0,1.0,1.0
2005.0,rashard lewis,SF,25.0,SEA,71.0,71.0,2697.0,19.4,0.5710000000000001,0.375,0.246,5.0,12.6,8.8,6.5,1.5,1.8,8.8,24.0,6.9,1.5,8.4,0.15,3.8,-1.0,2.8,3.3,532.0,1151.0,0.462,173.0,432.0,0.4,359.0,719.0,0.499,0.537,220.0,283.0,0.777,110.0,278.0,388.0,94.0,75.0,62.0,123.0,158.0,1457.0,2005.0rashard lewis,0,SF,0.0,1.0,1.0
2005.0,shawn marion,PF,26.0,PHO,81.0,81.0,3146.0,21.7,0.556,0.265,0.213,8.4,22.0,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,2.7,2.2,4.9,5.5,613.0,1289.0,0.476,114.0,341.0,0.334,499.0,948.0,0.526,0.52,229.0,275.0,0.833,235.0,680.0,915.0,154.0,163.0,119.0,125.0,199.0,1569.0,2005.0shawn marion,3,F,0.0,1.0,1.0
2005.0,tracy mcgrady,SF,25.0,HOU,78.0,78.0,3182.0,22.9,0.526,0.262,0.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,6.5,5.4,12.0,0.18,4.9,1.9,6.8,7.0,715.0,1660.0,0.431,142.0,435.0,0.326,573.0,1225.0,0.468,0.473,431.0,557.0,0.774,71.0,413.0,484.0,448.0,135.0,52.0,201.0,167.0,2003.0,2005.0tracy mcgrady,3,F,1.0,0.0,1.0
2005.0,yao ming,C,24.0,HOU,80.0,80.0,2447.0,23.2,0.614,0.0,0.51,10.2,21.4,15.9,5.0,0.8,5.1,14.1,26.8,6.0,4.7,10.7,0.21,0.3,1.3,1.6,2.2,538.0,975.0,0.552,0.0,0.0,0.0,538.0,975.0,0.552,0.552,389.0,497.0,0.7829999999999999,208.0,461.0,669.0,61.0,34.0,160.0,196.0,298.0,1465.0,2005.0yao ming,0,C,1.0,0.0,1.0
2005.0,steve nash,PG,30.0,PHO,75.0,75.0,2573.0,22.0,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,4.5,-2.9,1.7,2.4,430.0,857.0,0.502,94.0,218.0,0.431,336.0,639.0,0.526,0.557,211.0,238.0,0.887,57.0,192.0,249.0,861.0,74.0,6.0,245.0,136.0,1165.0,2005.0steve nash,1,G,0.0,1.0,1.0
2005.0,dirk nowitzki,PF,26.0,DAL,78.0,78.0,3020.0,26.1,0.578,0.158,0.49,3.6,24.0,14.0,14.3,1.7,2.9,9.1,28.7,10.3,5.2,15.6,0.248,4.0,1.7,5.7,5.9,663.0,1445.0,0.459,91.0,228.0,0.399,572.0,1217.0,0.47,0.49,615.0,708.0,0.8690000000000001,96.0,661.0,757.0,240.0,97.0,119.0,176.0,219.0,2032.0,2005.0dirk nowitzki,1,F,0.0,1.0,1.0
2005.0,jermaine o'neal,PF,26.0,IND,44.0,41.0,1530.0,22.9,0.52,0.006999999999999999,0.458,6.7,23.3,15.1,12.8,0.9,4.4,11.3,36.2,1.3,2.5,3.8,0.118,-1.2,0.6,-0.6,0.5,386.0,854.0,0.452,1.0,6.0,0.16699999999999998,385.0,848.0,0.454,0.453,295.0,391.0,0.754,85.0,303.0,388.0,82.0,25.0,88.0,131.0,173.0,1068.0,2005.0jermaine o'neal,0,PF,0.0,1.0,1.0
